sample_id,growth_run_id,afm_file_id,plane_corrected_array_path,rq_nm,split
6047,6047,N6047_1um_007,data/plane_corrected_afm/6047/N6047_1um_007/N6047_1um_007_plane_corrected.npy,6.166564464569092,train
6047,6047,N6047_1um_008,data/plane_corrected_afm/6047/N6047_1um_008/N6047_1um_008_plane_corrected.npy,4.69340705871582,train
6047,6047,N6047_1um_011,data/plane_corrected_afm/6047/N6047_1um_011/N6047_1um_011_plane_corrected.npy,1.8974816799163816,train
6047,6047,N6047_1um_012,data/plane_corrected_afm/6047/N6047_1um_012/N6047_1um_012_plane_corrected.npy,1.8641512393951416,train
6047,6047,N6047_1um_013,data/plane_corrected_afm/6047/N6047_1um_013/N6047_1um_013_plane_corrected.npy,2.0036654472351074,train
6048,6048,N6048_1um_026,data/plane_corrected_afm/6048/N6048_1um_026/N6048_1um_026_plane_corrected.npy,3.22733736038208,train
6048,6048,N6048_1um_027,data/plane_corrected_afm/6048/N6048_1um_027/N6048_1um_027_plane_corrected.npy,1.8681482076644895,train
6057,6057,GdSb_N6057_ctr_015,data/plane_corrected_afm/6057/GdSb_N6057_ctr_015/GdSb_N6057_ctr_015_plane_corrected.npy,4.927710056304932,train
6057,6057,GdSb_N6057_ctr_016,data/plane_corrected_afm/6057/GdSb_N6057_ctr_016/GdSb_N6057_ctr_016_plane_corrected.npy,5.352199077606201,train
6057,6057,GdSb_N6057_ctr_017,data/plane_corrected_afm/6057/GdSb_N6057_ctr_017/GdSb_N6057_ctr_017_plane_corrected.npy,5.150973796844482,train
6057,6057,GdSb_N6057_ctr_020,data/plane_corrected_afm/6057/GdSb_N6057_ctr_020/GdSb_N6057_ctr_020_plane_corrected.npy,4.912857532501221,train
6057,6057,GdSb_N6057_edge_014,data/plane_corrected_afm/6057/GdSb_N6057_edge_014/GdSb_N6057_edge_014_plane_corrected.npy,6.539622783660889,train
6057,6057,GdSb_N6057_edge_018,data/plane_corrected_afm/6057/GdSb_N6057_edge_018/GdSb_N6057_edge_018_plane_corrected.npy,5.451921463012695,train
6057,6057,GdSb_N6057_edge_019,data/plane_corrected_afm/6057/GdSb_N6057_edge_019/GdSb_N6057_edge_019_plane_corrected.npy,5.337333679199219,train
6062,6062,N62_Ctr_000,data/plane_corrected_afm/6062/N62_Ctr_000/N62_Ctr_000_plane_corrected.npy,2.915708303451538,train
6062,6062,N62_Ctr_001,data/plane_corrected_afm/6062/N62_Ctr_001/N62_Ctr_001_plane_corrected.npy,3.1767256259918213,train
6062,6062,N62_Ctr_002,data/plane_corrected_afm/6062/N62_Ctr_002/N62_Ctr_002_plane_corrected.npy,3.194347620010376,train
6062,6062,N62_Ctr_003,data/plane_corrected_afm/6062/N62_Ctr_003/N62_Ctr_003_plane_corrected.npy,3.0080056190490723,train
6062,6062,N62_Edg_000,data/plane_corrected_afm/6062/N62_Edg_000/N62_Edg_000_plane_corrected.npy,5.697843551635742,train
6062,6062,N62_Edg_001,data/plane_corrected_afm/6062/N62_Edg_001/N62_Edg_001_plane_corrected.npy,2.5710701942443848,train
6063,6063,N63_Ctr_001,data/plane_corrected_afm/6063/N63_Ctr_001/N63_Ctr_001_plane_corrected.npy,6.003848075866699,train
6063,6063,N63_Ctr_002,data/plane_corrected_afm/6063/N63_Ctr_002/N63_Ctr_002_plane_corrected.npy,6.156959533691406,train
6063,6063,N63_Ctr_003,data/plane_corrected_afm/6063/N63_Ctr_003/N63_Ctr_003_plane_corrected.npy,5.606348991394043,train
6063,6063,N63_Ctr_004,data/plane_corrected_afm/6063/N63_Ctr_004/N63_Ctr_004_plane_corrected.npy,5.709474563598633,train
6063,6063,N63_Edg_000,data/plane_corrected_afm/6063/N63_Edg_000/N63_Edg_000_plane_corrected.npy,5.730515956878662,train
6063,6063,N63_Edg_001,data/plane_corrected_afm/6063/N63_Edg_001/N63_Edg_001_plane_corrected.npy,6.177533149719238,train
6070,6070,N69_Edg_000,data/plane_corrected_afm/6070/N69_Edg_000/N69_Edg_000_plane_corrected.npy,3.2039592266082764,train
6070,6070,N69_Edg_002,data/plane_corrected_afm/6070/N69_Edg_002/N69_Edg_002_plane_corrected.npy,3.1560046672821045,train
6070,6070,N69_center_003,data/plane_corrected_afm/6070/N69_center_003/N69_center_003_plane_corrected.npy,3.047229528427124,train
6070,6070,N69_center_200nm_005,data/plane_corrected_afm/6070/N69_center_200nm_005/N69_center_200nm_005_plane_corrected.npy,3.041898488998413,train
6070,6070,N69_center_200nm_007,data/plane_corrected_afm/6070/N69_center_200nm_007/N69_center_200nm_007_plane_corrected.npy,2.679356575012207,train
6072,6072,6072_1um_009,data/plane_corrected_afm/6072/6072_1um_009/6072_1um_009_plane_corrected.npy,1.4662363529205322,train
6072,6072,6072_1um_011,data/plane_corrected_afm/6072/6072_1um_011/6072_1um_011_plane_corrected.npy,1.8956564664840696,train
6072,6072,6072_500_nm_004,data/plane_corrected_afm/6072/6072_500_nm_004/6072_500_nm_004_plane_corrected.npy,1.470114827156067,train
6072,6072,6072_500_nm_007,data/plane_corrected_afm/6072/6072_500_nm_007/6072_500_nm_007_plane_corrected.npy,2.0436787605285645,train
6072,6072,N6072_1um_000,data/plane_corrected_afm/6072/N6072_1um_000/N6072_1um_000_plane_corrected.npy,1.5641955137252808,train
6072,6072,N6072_1um_001,data/plane_corrected_afm/6072/N6072_1um_001/N6072_1um_001_plane_corrected.npy,1.4093552827835083,train
6072,6072,N6072_1um_002,data/plane_corrected_afm/6072/N6072_1um_002/N6072_1um_002_plane_corrected.npy,1.2754342555999756,train
6078,6078,N74_ctr_004,data/plane_corrected_afm/6078/N74_ctr_004/N74_ctr_004_plane_corrected.npy,2.606983184814453,train
6078,6078,N78_1um_005,data/plane_corrected_afm/6078/N78_1um_005/N78_1um_005_plane_corrected.npy,1.2682639360427856,train
6078,6078,N78_Ctr_000,data/plane_corrected_afm/6078/N78_Ctr_000/N78_Ctr_000_plane_corrected.npy,1.638258457183838,train
6078,6078,N78_Edg_000,data/plane_corrected_afm/6078/N78_Edg_000/N78_Edg_000_plane_corrected.npy,2.589802503585815,train
6082,6082,N6082_1um_000,data/plane_corrected_afm/6082/N6082_1um_000/N6082_1um_000_plane_corrected.npy,1.7563918828964231,train
6082,6082,N6082_1um_001,data/plane_corrected_afm/6082/N6082_1um_001/N6082_1um_001_plane_corrected.npy,1.863613247871399,train
6082,6082,N6082_1um_002,data/plane_corrected_afm/6082/N6082_1um_002/N6082_1um_002_plane_corrected.npy,1.9985816478729248,train
6084,6084,N6084_1um_000,data/plane_corrected_afm/6084/N6084_1um_000/N6084_1um_000_plane_corrected.npy,4.552945137023926,train
6084,6084,N6084_1um_004,data/plane_corrected_afm/6084/N6084_1um_004/N6084_1um_004_plane_corrected.npy,1.3994195461273191,train
6084,6084,N6084_1um_005,data/plane_corrected_afm/6084/N6084_1um_005/N6084_1um_005_plane_corrected.npy,2.4727678298950195,train
6084,6084,N6084_1um_006,data/plane_corrected_afm/6084/N6084_1um_006/N6084_1um_006_plane_corrected.npy,1.553037405014038,train
6085,6085,N6085_1um_000,data/plane_corrected_afm/6085/N6085_1um_000/N6085_1um_000_plane_corrected.npy,3.7931997776031494,train
6085,6085,N6085_1um_001,data/plane_corrected_afm/6085/N6085_1um_001/N6085_1um_001_plane_corrected.npy,2.1199769973754883,train
6085,6085,N6085_1um_002,data/plane_corrected_afm/6085/N6085_1um_002/N6085_1um_002_plane_corrected.npy,3.0947747230529785,train
6085,6085,N6085_1um_003,data/plane_corrected_afm/6085/N6085_1um_003/N6085_1um_003_plane_corrected.npy,3.1565499305725098,train
6090,6090,N6090_1um_000,data/plane_corrected_afm/6090/N6090_1um_000/N6090_1um_000_plane_corrected.npy,2.478907346725464,train
6090,6090,N6090_1um_001,data/plane_corrected_afm/6090/N6090_1um_001/N6090_1um_001_plane_corrected.npy,4.685108184814453,train
6090,6090,N6090_1um_002,data/plane_corrected_afm/6090/N6090_1um_002/N6090_1um_002_plane_corrected.npy,4.8964691162109375,train
6095,6095,N6095_100_nm_001,data/plane_corrected_afm/6095/N6095_100_nm_001/N6095_100_nm_001_plane_corrected.npy,9.867135047912598,train
6095,6095,N6095_1um,data/plane_corrected_afm/6095/N6095_1um/N6095_1um_plane_corrected.npy,8.617266654968262,train
6095,6095,N6095_1um_003,data/plane_corrected_afm/6095/N6095_1um_003/N6095_1um_003_plane_corrected.npy,8.149551391601562,train
6095,6095,N6095_1um_005,data/plane_corrected_afm/6095/N6095_1um_005/N6095_1um_005_plane_corrected.npy,20.102354049682617,train
6095,6095,N6095_1um_006,data/plane_corrected_afm/6095/N6095_1um_006/N6095_1um_006_plane_corrected.npy,12.218841552734377,train
6022,6022,N6022_Ctr_000,data/plane_corrected_afm/6022/N6022_Ctr_000/N6022_Ctr_000_plane_corrected.npy,1.6493401527404783,val
6022,6022,N6022_Ctr_002,data/plane_corrected_afm/6022/N6022_Ctr_002/N6022_Ctr_002_plane_corrected.npy,1.8781846761703491,val
6022,6022,N6022_Ctr_004,data/plane_corrected_afm/6022/N6022_Ctr_004/N6022_Ctr_004_plane_corrected.npy,1.3597081899642944,val
6056,6056,GdSb_N6056_ctr_004,data/plane_corrected_afm/6056/GdSb_N6056_ctr_004/GdSb_N6056_ctr_004_plane_corrected.npy,3.627898693084717,val
6056,6056,GdSb_N6056_ctr_005,data/plane_corrected_afm/6056/GdSb_N6056_ctr_005/GdSb_N6056_ctr_005_plane_corrected.npy,3.18575382232666,val
6056,6056,GdSb_N6056_ctr_006,data/plane_corrected_afm/6056/GdSb_N6056_ctr_006/GdSb_N6056_ctr_006_plane_corrected.npy,3.2253758907318115,val
6056,6056,GdSb_N6056_ctr_009,data/plane_corrected_afm/6056/GdSb_N6056_ctr_009/GdSb_N6056_ctr_009_plane_corrected.npy,3.240994453430176,val
6056,6056,GdSb_N6056_ctr_010,data/plane_corrected_afm/6056/GdSb_N6056_ctr_010/GdSb_N6056_ctr_010_plane_corrected.npy,3.4752230644226074,val
6056,6056,GdSb_N6056_ctr_011,data/plane_corrected_afm/6056/GdSb_N6056_ctr_011/GdSb_N6056_ctr_011_plane_corrected.npy,4.172379970550537,val
6056,6056,GdSb_N6056_ctr_012,data/plane_corrected_afm/6056/GdSb_N6056_ctr_012/GdSb_N6056_ctr_012_plane_corrected.npy,2.9497439861297607,val
6056,6056,GdSb_N6056_ctr_013,data/plane_corrected_afm/6056/GdSb_N6056_ctr_013/GdSb_N6056_ctr_013_plane_corrected.npy,2.8608505725860596,val
6056,6056,GdSb_N6056_ctr_Copy_004,data/plane_corrected_afm/6056/GdSb_N6056_ctr_Copy_004/GdSb_N6056_ctr_Copy_004_plane_corrected.npy,3.627898693084717,val
6056,6056,GdSb_N6056_ctr_Copy_005,data/plane_corrected_afm/6056/GdSb_N6056_ctr_Copy_005/GdSb_N6056_ctr_Copy_005_plane_corrected.npy,3.18575382232666,val
6056,6056,GdSb_N6056_ctr_Copy_006,data/plane_corrected_afm/6056/GdSb_N6056_ctr_Copy_006/GdSb_N6056_ctr_Copy_006_plane_corrected.npy,3.2253758907318115,val
6056,6056,GdSb_N6056_edge_003,data/plane_corrected_afm/6056/GdSb_N6056_edge_003/GdSb_N6056_edge_003_plane_corrected.npy,2.897679328918457,val
6056,6056,GdSb_N6056_edge_008,data/plane_corrected_afm/6056/GdSb_N6056_edge_008/GdSb_N6056_edge_008_plane_corrected.npy,3.1640684604644775,val
6056,6056,N56_Ctr_000,data/plane_corrected_afm/6056/N56_Ctr_000/N56_Ctr_000_plane_corrected.npy,3.581557035446167,val
6056,6056,N56_Ctr_001,data/plane_corrected_afm/6056/N56_Ctr_001/N56_Ctr_001_plane_corrected.npy,2.5434792041778564,val
6056,6056,N56_Ctr_002,data/plane_corrected_afm/6056/N56_Ctr_002/N56_Ctr_002_plane_corrected.npy,2.3800675868988037,val
6056,6056,N56_Ctr_003,data/plane_corrected_afm/6056/N56_Ctr_003/N56_Ctr_003_plane_corrected.npy,2.8304171562194824,val
6056,6056,N56_Edg_000,data/plane_corrected_afm/6056/N56_Edg_000/N56_Edg_000_plane_corrected.npy,4.809787750244141,val
6056,6056,N56_Edg_001,data/plane_corrected_afm/6056/N56_Edg_001/N56_Edg_001_plane_corrected.npy,3.55501651763916,val
6080,6080,N80_Ctr_000,data/plane_corrected_afm/6080/N80_Ctr_000/N80_Ctr_000_plane_corrected.npy,3.6446633338928223,val
6080,6080,N80_Edg_000,data/plane_corrected_afm/6080/N80_Edg_000/N80_Edg_000_plane_corrected.npy,5.1585373878479,val
