row_id,sample_id,group_id,split,network_input_path,descriptor_height_path,prototype_id,height_mean,cond_height_mean,height_std,cond_height_std,rq,cond_rq,ra,cond_ra,peak_to_valley,cond_peak_to_valley,p01,cond_p01,p05,cond_p05,p50,cond_p50,p95,cond_p95,p99,cond_p99,robust_range,cond_robust_range,skewness,cond_skewness,kurtosis,cond_kurtosis,mean_abs_gradient,cond_mean_abs_gradient,gradient_std,cond_gradient_std,gradient_orientation_entropy,cond_gradient_orientation_entropy,gradient_anisotropy,cond_gradient_anisotropy,psd_low_power,cond_psd_low_power,psd_mid_power,cond_psd_mid_power,psd_high_power,cond_psd_high_power,psd_slope,cond_psd_slope,autocorrelation_length_px,cond_autocorrelation_length_px,island_coverage,cond_island_coverage,island_count,cond_island_count,island_mean_area_px,cond_island_mean_area_px
afm_00018_296832d830,6068,6068,train,reports/conditional_latent_diffusion_mvp/20260703_041331/data/standardized_tensors/afm_00018_296832d830.npy,data/plane_corrected_afm/6068/N68_Ctr_005/N68_Ctr_005_plane_corrected.npy,4,-7.751812525e-10,-7.262807543e-10,10.20500678,2.932444211,10.20500678,2.932444211,8.869547062,3.14524523,54.22130394,2.556568161,-18.04263659,-1.993137066,-14.62898755,-2.287996872,-0.4135536999,-1.004679608,16.55195951,3.02525859,21.00047464,2.70647884,39.04311123,2.487818054,0.1591320764,0.8596842069,1.967801999,-1.24284767,2.516185951,2.717597405,1.662748953,2.471289586,0.9953743507,0.3931685898,0.05659873247,-0.953073736,15.57760016,2.129763346,10.99765747,2.041826358,7.585945363,1.15445272,-3.598114358,-0.2011192013,7,-0.5713136455,0.25,0.3125198328,109,-0.2689354001,150.3119266,-0.3795231566
afm_00019_da090957f7,6070,6070,train,reports/conditional_latent_diffusion_mvp/20260703_041331/data/standardized_tensors/afm_00019_da090957f7.npy,data/plane_corrected_afm/6070/N69_Edg_002/N69_Edg_002_plane_corrected.npy,0,1.47687973e-10,1.965884712e-10,3.156004827,-0.2197440979,3.156004827,-0.2197440979,2.434547175,-0.2410272514,30.15153313,0.3509383876,-8.349800444,0.09069224947,-5.361722469,0.2013097932,0.05055741966,-0.1106612183,4.879202724,-0.2368457329,7.37910006,-0.1518560306,15.7289005,-0.1285526736,-0.2322057582,0.09567912964,3.849866037,-0.0375176272,0.8210107611,0.1782130308,0.7201066626,0.3681972965,0.9859685627,-0.5521863904,0.3806972647,1.429615635,14.29697799,0.7661859916,9.84812956,0.8926669524,7.268094427,0.8847724536,-3.326232592,0.5079804212,10,-0.3165386513,0.25,0.3125198328,172,0.05101693836,95.25581395,-0.4467986286
afm_00020_a424770817,6072,6072,train,reports/conditional_latent_diffusion_mvp/20260703_041331/data/standardized_tensors/afm_00020_a424770817.npy,data/plane_corrected_afm/6072/N6072_1um_002/N6072_1um_002_plane_corrected.npy,3,7.039973964e-12,5.59404722e-11,1.275434215,-1.06070183,1.275434215,-1.06070183,0.9624568411,-1.015681342,11.79436779,-1.331217655,-3.92060343,1.042909995,-2.245340049,1.038410217,0.1005590558,-0.0143429438,1.87547785,-1.076275876,2.76107434,-1.120911237,6.681677771,-1.143851411,-0.6961332927,-0.8100421181,4.665003714,0.4845208962,0.3471964188,-0.5315641911,0.3268358818,-0.5092137376,0.9917374272,0.02762944059,0.1160569022,-0.5159525061,12.36711054,-1.288692967,7.961824305,-0.9930336094,6.703601908,0.4058294159,-2.761524453,1.980805665,7,-0.5713136455,0.25,0.3125198328,213,0.2592398888,76.92018779,-0.4692037321
afm_00021_d59786b32d,6073,6073,train,reports/conditional_latent_diffusion_mvp/20260703_041331/data/standardized_tensors/afm_00021_d59786b32d.npy,data/plane_corrected_afm/6073/N73_ctr_001/N73_ctr_001_plane_corrected.npy,3,6.676468406e-11,1.156651823e-10,1.517172692,-0.9526006825,1.517172692,-0.9526006825,1.18015215,-0.9011241323,14.79007578,-1.056706411,-4.159062448,0.9916445154,-2.551879418,0.9560697978,0.06612265855,-0.0806778604,2.33517313,-0.9478080264,3.132682145,-1.042932356,7.291744592,-1.075388404,-0.528027356,-0.4818505205,4.194419343,0.1831446047,0.2042437358,-0.7457083171,0.1840110448,-0.8278646368,0.9959323857,0.4492554553,0.04694770242,-1.024025636,12.83629005,-0.7891212983,8.337009774,-0.6179684137,5.88867463,-0.2855947091,-3.418298228,0.2678624144,15,0.1080863391,0.25,0.3125198328,272,0.558877793,240.9411765,-0.2687793125
afm_00023_4ec77f0643,6080,6080,train,reports/conditional_latent_diffusion_mvp/20260703_041331/data/standardized_tensors/afm_00023_4ec77f0643.npy,data/plane_corrected_afm/6080/N80_Edg_000/N80_Edg_000_plane_corrected.npy,0,1.064559552e-10,1.553564534e-10,5.158537541,0.6757529173,5.158537541,0.6757529173,4.021750216,0.5942022862,33.09296417,0.6204759718,-14.08266625,-1.14179674,-9.342260838,-0.86791404,0.2202245668,0.216169024,8.092157125,0.6610563336,10.13272238,0.4259692581,24.21538863,0.8238192243,-0.4338652232,-0.2980186974,3.288750959,-0.3968724884,0.8801545313,0.2668108151,0.8217780249,0.5950322903,0.9991670471,0.7743641292,0.1295844943,-0.4165011149,14.06569121,0.5199170897,9.071973267,0.1167594719,5.465222789,-0.6448719434,-4.093806707,-1.493943147,9,-0.4014636493,0.25,0.3125198328,26,-0.6904599095,630.1538462,0.2068166707
afm_00024_02882b2778,6081,6081,train,reports/conditional_latent_diffusion_mvp/20260703_041331/data/standardized_tensors/afm_00024_02882b2778.npy,data/plane_corrected_afm/6081/N81_Edg_000/N81_Edg_000_plane_corrected.npy,2,4.901905548e-10,5.39091053e-10,5.771374522,0.949802716,5.771374522,0.949802716,4.696931252,0.9495009657,31.27156162,0.4535720273,-7.779383898,0.2133241296,-6.779685378,-0.1795732925,-1.440167546,-2.982248381,11.09763479,1.500976317,17.30249395,1.930487615,25.08187785,0.9210585028,0.9678803014,2.43859556,3.509529783,-0.255479133,0.3126410958,-0.5833283084,0.2054654102,-0.7799986426,0.9524164597,-3.924434166,0.5905435608,2.972351838,13.0763541,-0.533506559,9.077844748,0.1226290707,4.050396751,-1.845279491,-4.127595644,-1.582068669,62,4.099561249,0.25,0.3125198328,4,-0.8021892975,4096,4.441885664
afm_00025_debcd2803c,6082,6082,train,reports/conditional_latent_diffusion_mvp/20260703_041331/data/standardized_tensors/afm_00025_debcd2803c.npy,data/plane_corrected_afm/6082/N6082_1um_002/N6082_1um_002_plane_corrected.npy,1,-7.542230729e-11,-2.652180906e-11,1.998581655,-0.7373231559,1.998581655,-0.7373231559,1.561213054,-0.7005994896,15.51362801,-0.990403813,-4.899557066,0.8324481389,-3.305527627,0.7536301898,0.0104569043,-0.1879069395,3.152819276,-0.7193061329,5.259811544,-0.5965715203,10.15936861,-0.7535774865,0.01582117374,0.5798997149,3.470238959,-0.2806421506,0.4172904976,-0.4265627674,0.2999241046,-0.5692555496,0.9916143232,0.01525652941,0.2394125865,0.3909268796,12.49403906,-1.153542367,7.47606151,-1.478640683,4.776549466,-1.229176043,-3.677162842,-0.4072869447,9,-0.4014636493,0.25,0.3125198328,72,-0.4568439163,227.5555556,-0.2851357881
afm_00026_b09d4e118e,6084,6084,train,reports/conditional_latent_diffusion_mvp/20260703_041331/data/standardized_tensors/afm_00026_b09d4e118e.npy,data/plane_corrected_afm/6084/N6084_1um_006/N6084_1um_006_plane_corrected.npy,1,3.140156191e-11,8.030206014e-11,1.553037407,-0.9365626198,1.553037407,-0.9365626198,1.214340612,-0.883133231,13.74396992,-1.152566162,-3.402273285,1.154344,-2.363959253,1.006547572,-0.08794258535,-0.3774541182,2.7601704,-0.8290369891,3.992690277,-0.8624666311,7.394963562,-1.063804949,0.2896294766,1.114453022,3.359600398,-0.3514983908,0.3271614554,-0.5615767074,0.2281508528,-0.7293860402,0.9884329737,-0.3044938831,0.3117941049,0.9230572578,12.10731421,-1.56531819,7.112981845,-1.841603956,4.73047995,-1.268263672,-3.667638599,-0.3824465988,9,-0.4014636493,0.25,0.3125198328,80,-0.416215048,204.8,-0.3129417967
afm_00027_7ff2734851,6085,6085,train,reports/conditional_latent_diffusion_mvp/20260703_041331/data/standardized_tensors/afm_00027_7ff2734851.npy,data/plane_corrected_afm/6085/N6085_1um_003/N6085_1um_003_plane_corrected.npy,1,-3.978849195e-10,-3.489844213e-10,3.156549954,-0.2195003268,3.156549954,-0.2195003268,2.485030663,-0.2144614629,22.9982214,-0.3045542406,-6.56283567,0.4748656251,-4.901569963,0.3249126782,-0.1515705511,-0.5000208249,5.467564464,-0.07242036103,8.620260954,0.1085915067,15.18309662,-0.1898039555,0.3433304627,1.219292939,3.243407056,-0.4259120786,0.5120501734,-0.2846121056,0.3567947971,-0.4423735753,0.9894308198,-0.2042025753,0.3535256987,1.229857243,13.09302902,-0.5157514835,8.264462568,-0.6904923632,4.947952588,-1.083749259,-3.94636539,-1.109398852,13,-0.06176365705,0.25,0.3125198328,44,-0.5990449556,372.3636364,-0.108188461
afm_00028_4f8516eafb,6087,6087,train,reports/conditional_latent_diffusion_mvp/20260703_041331/data/standardized_tensors/afm_00028_4f8516eafb.npy,data/plane_corrected_afm/6087/N87_Ctr_001/N87_Ctr_001_plane_corrected.npy,4,-5.486544552e-11,-5.964947286e-12,7.289650584,1.628748769,7.289650584,1.628748769,5.793811641,1.526709348,39.07276344,1.168433965,-17.56261883,-1.889939708,-14.87053037,-2.352878382,1.60764128,2.888753246,9.673122644,1.102877794,13.11066217,1.050865747,30.673281,1.548537755,-0.7008183843,-0.8191887772,2.86727896,-0.6667957494,1.75578248,1.57850765,1.596435954,2.323341252,0.997756065,0.6325494343,0.1010562272,-0.6262336254,15.3059947,1.840564031,10.88581605,1.930020791,8.748737073,2.141022028,-3.082246827,1.144323992,7,-0.5713136455,0.25,0.3125198328,108,-0.2740140086,151.7037037,-0.3778224833
afm_00029_5af47546a7,6088,6088,train,reports/conditional_latent_diffusion_mvp/20260703_041331/data/standardized_tensors/afm_00029_5af47546a7.npy,data/plane_corrected_afm/6088/N88_Ctr_002/N88_Ctr_002_plane_corrected.npy,3,-1.224021301e-10,-7.350163187e-11,1.751564104,-0.8477850116,1.751564104,-0.8477850116,1.305509262,-0.8351578003,19.92269802,-0.5863793559,-5.419197559,0.7207324267,-3.079697347,0.8142911093,0.1584075838,0.09709081778,2.570085847,-0.8821585998,3.446811295,-0.9770149038,8.866008854,-0.898721092,-0.9064353643,-1.220612823,5.640367071,1.109172732,0.3129686861,-0.5828375758,0.2905808975,-0.590100813,0.9953548682,0.3912104467,0.09676417639,-0.6577876832,13.56474798,-0.01347586584,8.696103959,-0.2589893436,6.705068967,0.4070741405,-3.338717749,0.4754176634,10,-0.3165386513,0.2499961853,-3.165964277,465,1.539049243,140.9354839,-0.3909806421
afm_00032_1367119090,6094,6094,train,reports/conditional_latent_diffusion_mvp/20260703_041331/data/standardized_tensors/afm_00032_1367119090.npy,data/plane_corrected_afm/6094/N6094_1um_000/N6094_1um_000_plane_corrected.npy,0,-1.544513003e-10,-1.055508021e-10,4.153930958,0.22651072,4.153930958,0.22651072,3.155041189,0.1381163532,33.53763866,0.6612236508,-12.62711811,-0.8288734803,-7.964758325,-0.4978991373,0.616890192,0.9802669921,5.566664624,-0.04472552713,7.978142056,-0.02615193102,20.60526017,0.4186828663,-0.8879751626,-1.184573149,4.311957072,0.2584192782,0.4946226862,-0.3107186042,0.4560732968,-0.2208772034,0.9975280261,0.6096297481,0.1678157372,-0.1354348125,14.3018567,0.771380731,9.639235617,0.6838399745,7.553659885,1.127060143,-3.463168771,0.1508347609,14,0.02316134102,0.2499961853,-3.165964277,126,-0.1825990548,520.1190476,0.07236033795
afm_00003_b76327ec18,6028,6028,val,reports/conditional_latent_diffusion_mvp/20260703_041331/data/standardized_tensors/afm_00003_b76327ec18.npy,data/plane_corrected_afm/6028/N6028_500_nm_006/N6028_500_nm_006_plane_corrected.npy,1,-1.081919554e-10,-5.929145717e-11,2.319946932,-0.5936143195,2.319946932,-0.5936143195,1.810980193,-0.5691652077,19.10214138,-0.6615709383,-5.850485229,0.6280113824,-3.959911585,0.5778542371,0.09507948905,-0.02489824669,3.704199553,-0.5652157139,5.451411605,-0.556365803,11.30189683,-0.6253605194,-0.117880424,0.3188753761,3.379155092,-0.3389749805,0.500456025,-0.3019802216,0.425482084,-0.28912806,0.9952389597,0.3795607394,0.1476109225,-0.2839754334,13.11231593,-0.4952152205,8.009672616,-0.9452006371,5.430478005,-0.674351116,-3.625305381,-0.2720365873,8,-0.4863886474,0.25,0.3125198328,99,-0.3197214856,165.4949495,-0.3609703569
afm_00012_ea2686bd44,6058,6058,val,reports/conditional_latent_diffusion_mvp/20260703_041331/data/standardized_tensors/afm_00012_ea2686bd44.npy,data/plane_corrected_afm/6058/N58_edg_001/N58_edg_001_plane_corrected.npy,4,-2.70886924e-10,-2.219864258e-10,7.461155751,1.705442829,7.461155751,1.705442829,5.683751837,1.468792877,51.05440331,2.266369705,-19.75071459,-2.360350847,-13.41259875,-1.961259186,0.2544091344,0.2820188405,11.21999807,1.535172333,18.70288654,2.224348631,38.45360113,2.421661966,-0.16526859,0.226359917,3.593959052,-0.2014081065,0.5738551759,-0.1920277766,0.5797569823,0.05506862243,0.9940349594,0.2585493281,0.1581800715,-0.2062737579,15.35902125,1.897025495,11.07345798,2.117602569,6.144528384,-0.0685158816,-4.185360607,-1.732726486,23,0.7874863237,0.25,0.3125198328,56,-0.5381016531,1170.285714,0.8668274225
afm_00015_b1b264d3a1,6065,6065,val,reports/conditional_latent_diffusion_mvp/20260703_041331/data/standardized_tensors/afm_00015_b1b264d3a1.npy,data/plane_corrected_afm/6065/N65_Edg_001/N65_Edg_001_plane_corrected.npy,0,1.678714945e-10,2.167719927e-10,5.606737367,0.8761799083,5.606737367,0.8761799083,4.452380947,0.8208119241,43.28011322,1.55397382,-10.18214417,-0.3032369901,-7.96492219,-0.4979431536,-0.6691589057,-1.497052544,10.55737185,1.349992783,15.26157532,1.502217409,25.44371948,0.9616651465,0.6096434672,1.739213247,3.195416101,-0.4566469201,1.343295956,0.9605999313,0.7534538489,0.4425968976,0.9978704842,0.6440494554,0.1742949969,-0.08780095522,14.93620973,1.446825407,10.05113262,1.095604936,6.227412073,0.001806690352,-3.970103112,-1.171309622,28,1.212111314,0.25,0.3125198328,134,-0.1419701864,122.2686567,-0.4137904546
afm_00022_ccd7c49224,6078,6078,val,reports/conditional_latent_diffusion_mvp/20260703_041331/data/standardized_tensors/afm_00022_ccd7c49224.npy,data/plane_corrected_afm/6078/N74_ctr_004/N74_ctr_004_plane_corrected.npy,1,-5.476169518e-11,-5.861196946e-12,2.606983134,-0.4652568348,2.606983134,-0.4652568348,1.965578393,-0.4878114175,22.10292721,-0.386594387,-5.27550436,0.7516245306,-3.701468396,0.6472754037,-0.3020133674,-0.7898191914,4.708230758,-0.2846260816,8.296447449,0.04064187155,13.57195181,-0.3706100813,0.8186744015,2.147302322,4.67691615,0.4921499761,0.2079639033,-0.74013548,0.1989093232,-0.7946256715,0.9839823591,-0.7518153279,0.306709584,0.8856771628,13.58019132,0.002967851272,9.362760633,0.4074536202,5.886808167,-0.2871783075,-3.6727057,-0.3956621942,45,2.655836281,0.25,0.3125198328,124,-0.1927562719,528.516129,0.08262109896
afm_00031_c512e3b32c,6093,6093,val,reports/conditional_latent_diffusion_mvp/20260703_041331/data/standardized_tensors/afm_00031_c512e3b32c.npy,data/plane_corrected_afm/6093/N6093_1um_003/N6093_1um_003_plane_corrected.npy,0,5.186762131e-10,5.675767113e-10,5.357646035,0.7647906947,5.357646035,0.7647906947,4.266124961,0.7227989434,35.88175583,0.8760264698,-13.81211371,-1.083631585,-10.08716321,-1.068004404,0.9226827621,1.569315971,7.418504238,0.4727952369,10.71377568,0.5478985759,24.5258894,0.8586642866,-0.4965910908,-0.4204778033,3.075375402,-0.5335245704,1.14127234,0.6579671317,0.8325327493,0.6190267346,0.9984507269,0.7023683678,0.121936566,-0.4727267243,14.36547435,0.8391193575,9.472041991,0.5166999458,5.353190198,-0.7399258682,-4.059238294,-1.403784661,8,-0.4863886474,0.25,0.3125198328,74,-0.4466866992,221.4054054,-0.2926509256
afm_00002_313e18b304,6023,6023,test,reports/conditional_latent_diffusion_mvp/20260703_041331/data/standardized_tensors/afm_00002_313e18b304.npy,data/plane_corrected_afm/6023/N6023_Ctr_004/N6023_Ctr_004_plane_corrected.npy,4,-5.159823679e-10,-4.670818697e-10,10.28980427,2.97036414,10.28980427,2.97036414,7.278920406,2.308214093,108.0130234,7.48576416,-38.47190437,-6.385154681,-17.14092875,-2.962736606,1.239253938,2.179127805,13.72373581,2.234874542,16.73582201,1.811576108,55.20772638,4.301845832,-1.891907992,-3.144541522,10.97121847,4.523209245,0.7733402188,0.1068022227,0.9016093488,0.77314083,0.9901390393,-0.1330209974,0.08106280357,-0.7732201533,14.33349205,0.805065332,10.00636709,1.050853756,6.562877645,0.2864320745,-3.852440567,-0.8644318665,19,0.4477863314,0.25,0.3125198328,17,-0.7361673864,963.7647059,0.6144703706
