mode,row_id,sample_id,group_id,prototype_id,generated_index,generated_std,generated_min,generated_max,generated_height_mean,requested_height_mean,generated_height_std,requested_height_std,generated_rq,requested_rq,generated_ra,requested_ra,generated_peak_to_valley,requested_peak_to_valley,generated_p01,requested_p01,generated_p05,requested_p05,generated_p50,requested_p50,generated_p95,requested_p95,generated_p99,requested_p99,generated_robust_range,requested_robust_range,generated_skewness,requested_skewness,generated_kurtosis,requested_kurtosis,generated_mean_abs_gradient,requested_mean_abs_gradient,generated_gradient_std,requested_gradient_std,generated_gradient_orientation_entropy,requested_gradient_orientation_entropy,generated_gradient_anisotropy,requested_gradient_anisotropy,generated_psd_low_power,requested_psd_low_power,generated_psd_mid_power,requested_psd_mid_power,generated_psd_high_power,requested_psd_high_power,generated_psd_slope,requested_psd_slope,generated_autocorrelation_length_px,requested_autocorrelation_length_px,generated_island_coverage,requested_island_coverage,generated_island_count,requested_island_count,generated_island_mean_area_px,requested_island_mean_area_px,generated_height_min,requested_height_min,generated_height_max,requested_height_max,generated_slope_p50,requested_slope_p50,generated_slope_p95,requested_slope_p95,generated_slope_p99,requested_slope_p99,generated_psd_peak_frequency,requested_psd_peak_frequency,generated_island_mean_height,requested_island_mean_height
random_train_condition,afmv2_dd63941a3127,6022,6022,5,2,0.3139044344,-0.9771386981,0.8959781528,-0.01733569462,-1.662331661e-10,0.3139044105,1.35970819,0.3139044105,1.35970819,0.2452572549,0.9400447011,1.873116851,18.9752636,-0.8623269778,-4.268743038,-0.5893738091,-2.265856266,0.008066975512,0.04228600487,0.4703482822,1.996894479,0.6489342546,3.242275953,1.511261232,7.51101923,-0.378934333,-1.210529327,3.230100264,10.08185768,0.1320889901,0.2568888664,0.08934710127,0.2894545496,0.9981127663,0.9970954061,0.1456164555,0.1650240123,8.637738721,12.00867462,5.341927674,7.708312511,2.629733568,5.410889149,-2.846292799,-3.058968782,5,8,0.25,0.25,177,144,23.14124294,113.7777786,-0.9771386981,-14.49879551,0.8959781528,4.476467609,0.1133089416,0.1593751907,0.3025975953,0.8543720841,0.421657787,1.460620284,0.04752158227,0.02103579976,0.3578846005,1.53204155
random_train_condition,afmv2_dd63941a3127,6022,6022,5,3,0.3277077079,-0.9796748757,0.9404736757,-0.03344811418,-1.662331661e-10,0.3277077114,1.35970819,0.3277077114,1.35970819,0.2528322988,0.9400447011,1.920148551,18.9752636,-0.859934395,-4.268743038,-0.6460686594,-2.265856266,-0.008237887174,0.04228600487,0.4973549634,1.996894479,0.7043195319,3.242275953,1.564253927,7.51101923,-0.2608489587,-1.210529327,3.150943642,10.08185768,0.1358933058,0.2568888664,0.09163123463,0.2894545496,0.9955200816,0.9970954061,0.2524695293,0.1650240123,8.639000503,12.00867462,5.370583455,7.708312511,2.662272901,5.410889149,-2.869871467,-3.058968782,5,8,0.25,0.25,168,144,24.38095238,113.7777786,-0.9796748757,-14.49879551,0.9404736757,4.476467609,0.1167578812,0.1593751907,0.3145500745,0.8543720841,0.4209071629,1.460620284,0.0390625,0.02103579976,0.364188835,1.53204155
random_train_condition,afmv2_714120e7bb41,6047,6047,2,0,0.3070265651,-0.993018806,0.9902169704,-0.02097631307,-5.334688247e-10,0.3070265874,5.579325199,0.3070265874,5.579325199,0.2392077735,4.270275593,1.983235776,36.74156952,-0.7932611156,-16.65109634,-0.5546153426,-10.01222897,-0.005518475547,0.5408520699,0.4763300985,8.447403908,0.6982163286,12.23766136,1.491477444,28.88875771,-0.1418572125,-0.5493190289,3.22833728,3.828799963,0.1323245258,1.045852661,0.0904512889,0.9653766751,0.9977661406,0.9957237244,0.1572809137,0.02601230331,8.61867804,14.59196186,5.399171484,9.695075035,2.612629065,7.342075825,-2.832216436,-3.588089466,5,9,0.25,0.25,187,59,21.90374332,277.6949158,-0.993018806,-20.83274078,0.9902169704,15.90882778,0.1125067743,0.7639484406,0.306389873,3.035454273,0.4229103567,4.1175704,0.0234375,0.00390625,0.3570671707,6.498321056
random_train_condition,afmv2_714120e7bb41,6047,6047,2,1,0.3030291796,-0.968952477,0.8758093119,-0.03063384226,-5.334688247e-10,0.3030291764,5.579325199,0.3030291764,5.579325199,0.240081739,4.270275593,1.844761789,36.74156952,-0.7639185262,-16.65109634,-0.5644092083,-10.01222897,-0.01093635336,0.5408520699,0.4568922102,8.447403908,0.6486166525,12.23766136,1.412535179,28.88875771,-0.1682995203,-0.5493190289,2.915884292,3.828799963,0.1364656733,1.045852661,0.0912805688,0.9653766751,0.9985537605,0.9957237244,0.1461288688,0.02601230331,8.613312465,14.59196186,5.43381686,9.695075035,2.768746043,7.342075825,-2.749362422,-3.588089466,4,9,0.25,0.25,194,59,21.11340206,277.6949158,-0.968952477,-20.83274078,0.8758093119,15.90882778,0.1162767862,0.7639484406,0.3166306772,3.035454273,0.4169347886,4.1175704,0.0390625,0.00390625,0.342269583,6.498321056
random_train_condition,afmv2_714120e7bb41,6047,6047,2,2,0.3205677271,-0.944080174,0.9392428994,-0.009096230912,-5.334688247e-10,0.320567725,5.579325199,0.320567725,5.579325199,0.2506286608,4.270275593,1.883323073,36.74156952,-0.7994672239,-16.65109634,-0.5850369811,-10.01222897,0.008520351257,0.5408520699,0.5167056769,8.447403908,0.7120856726,12.23766136,1.511552896,28.88875771,-0.1906178832,-0.5493190289,3.005044577,3.828799963,0.1329731479,1.045852661,0.08679665466,0.9653766751,0.9980581202,0.9957237244,0.1336062764,0.02601230331,8.629599135,14.59196186,5.290780374,9.695075035,2.631340255,7.342075825,-2.846749357,-3.588089466,5,9,0.25,0.25,183,59,22.38251366,277.6949158,-0.944080174,-20.83274078,0.9392428994,15.90882778,0.1139015951,0.7639484406,0.3017066836,3.035454273,0.407189972,4.1175704,0.015625,0.00390625,0.3849329415,6.498321056
random_train_condition,afmv2_714120e7bb41,6047,6047,2,3,0.3088249266,-0.962059617,0.9368878603,-0.01260935946,-5.334688247e-10,0.3088249381,5.579325199,0.3088249381,5.579325199,0.2377056975,4.270275593,1.898947477,36.74156952,-0.7898807418,-16.65109634,-0.5605214477,-10.01222897,-0.0009708317521,0.5408520699,0.5036789298,8.447403908,0.7217232358,12.23766136,1.511603978,28.88875771,-0.1326431812,-0.5493190289,3.242479816,3.828799963,0.1304069365,1.045852661,0.08544065763,0.9653766751,0.9987333986,0.9957237244,0.1250198882,0.02601230331,8.605189821,14.59196186,5.310453498,9.695075035,2.556327828,7.342075825,-2.867353632,-3.588089466,5,9,0.25,0.25,183,59,22.38251366,277.6949158,-0.962059617,-20.83274078,0.9368878603,15.90882778,0.1121607876,0.7639484406,0.2944214971,3.035454273,0.398257441,4.1175704,0.0078125,0.00390625,0.3684785153,6.498321056
prototype_balanced,afmv2_9149961336da,6022,6022,3,0,0.2991138995,-0.954059124,0.9207857847,-0.03339086049,9.436315618e-11,0.2991139005,1.649340272,0.2991139005,1.649340272,0.2323614625,1.30284512,1.874844909,13.70649719,-0.7711794752,-4.308459282,-0.5633878618,-2.972831726,-0.01241006143,0.1861962229,0.4509739369,2.340831757,0.68191809,3.215019703,1.453097565,7.523479462,-0.1382918782,-0.5425136685,3.190802886,3.307380676,0.1310848609,0.2319792211,0.08948534279,0.2811472714,0.9983703596,0.9953555465,0.1645165262,0.2892287672,8.6276626,12.08788109,5.361316692,7.555912971,2.675759283,5.450165272,-2.814401641,-3.320037603,5,14,0.25,0.25,216,87,18.96296296,188.3218384,-0.954059124,-7.741127491,0.9207857847,5.965369701,0.1119958981,0.1324927062,0.3040620521,0.8628726006,0.4260970402,1.409132838,0.0078125,0.01235264726,0.3317753611,1.926977038
prototype_balanced,afmv2_9149961336da,6022,6022,3,1,0.3177562654,-0.9721755385,0.9152159095,-0.009729792216,9.436315618e-11,0.3177562597,1.649340272,0.3177562597,1.649340272,0.2476632891,1.30284512,1.887391448,13.70649719,-0.7847624791,-4.308459282,-0.5853627801,-2.972831726,0.004281320609,0.1861962229,0.512912938,2.340831757,0.7167811614,3.215019703,1.50154364,7.523479462,-0.1721847341,-0.5425136685,3.061158062,3.307380676,0.1352363382,0.2319792211,0.08927340042,0.2811472714,0.9985834965,0.9953555465,0.1041750446,0.2892287672,8.641556268,12.08788109,5.350128377,7.555912971,2.583629656,5.450165272,-2.859912708,-3.320037603,5,14,0.25,0.25,166,87,24.6746988,188.3218384,-0.9721755385,-7.741127491,0.9152159095,5.965369701,0.1163534655,0.1324927062,0.3073992341,0.8628726006,0.4175662947,1.409132838,0.0390625,0.01235264726,0.3819810651,1.926977038
prototype_balanced,afmv2_9149961336da,6022,6022,3,2,0.327183038,-0.9340561628,0.9451197386,0.003453415233,9.436315618e-11,0.3271830418,1.649340272,0.3271830418,1.649340272,0.2553264269,1.30284512,1.879175901,13.70649719,-0.7928777945,-4.308459282,-0.5997004777,-2.972831726,0.02800730243,0.1861962229,0.5341402084,2.340831757,0.7328135955,3.215019703,1.52569139,7.523479462,-0.227210195,-0.5425136685,2.964678272,3.307380676,0.1364950978,0.2319792211,0.09054551679,0.2811472714,0.9943501638,0.9953555465,0.2818330936,0.2892287672,8.639153738,12.08788109,5.37830144,7.555912971,2.613159751,5.450165272,-2.835992994,-3.320037603,5,14,0.25,0.25,198,87,20.68686869,188.3218384,-0.9340561628,-7.741127491,0.9451197386,5.965369701,0.1168697675,0.1324927062,0.3150581076,0.8628726006,0.4123074393,1.409132838,0.0390625,0.01235264726,0.4013013761,1.926977038
prototype_balanced,afmv2_9149961336da,6022,6022,3,3,0.3149427772,-0.9454798102,0.9141319394,-0.02982627558,9.436315618e-11,0.3149427823,1.649340272,0.3149427823,1.649340272,0.2477170414,1.30284512,1.85961175,13.70649719,-0.7752252173,-4.308459282,-0.5903662294,-2.972831726,-0.01212035399,0.1861962229,0.4828730643,2.340831757,0.686973325,3.215019703,1.462198542,7.523479462,-0.1319297003,-0.5425136685,2.927754699,3.307380676,0.1341582535,0.2319792211,0.09042461166,0.2811472714,0.9980936275,0.9953555465,0.1588472737,0.2892287672,8.58049605,12.08788109,5.336785791,7.555912971,2.667844466,5.450165272,-2.805322709,-3.320037603,5,14,0.25,0.25,186,87,22.02150538,188.3218384,-0.9454798102,-7.741127491,0.9141319394,5.965369701,0.1142352127,0.1324927062,0.3095554581,0.8628726006,0.4179042519,1.409132838,0.01746928107,0.01235264726,0.3594886306,1.926977038
prototype_balanced,afmv2_dd63941a3127,6022,6022,5,0,0.3140085936,-0.9540225267,0.9592533112,-0.03742670085,-1.662331661e-10,0.3140085926,1.35970819,0.3140085926,1.35970819,0.2481408752,0.9400447011,1.913275838,18.9752636,-0.7559163117,-4.268743038,-0.5716062665,-2.265856266,-0.02714456059,0.04228600487,0.4869987041,1.996894479,0.7068867743,3.242275953,1.462803086,7.51101923,-0.01096835545,-1.210529327,2.930483171,10.08185768,0.1325494253,0.2568888664,0.08632246796,0.2894545496,0.9978407414,0.9970954061,0.1821380405,0.1650240123,8.614241254,12.00867462,5.356703596,7.708312511,2.599862033,5.410889149,-2.882942476,-3.058968782,5,8,0.25,0.25,174,144,23.54022989,113.7777786,-0.9540225267,-14.49879551,0.9592533112,4.476467609,0.114313393,0.1593751907,0.2959239796,0.8543720841,0.4022523996,1.460620284,0.04555431168,0.02103579976,0.3584943118,1.53204155
prototype_balanced,afmv2_dd63941a3127,6022,6022,5,1,0.30161798,-0.926959753,0.9689676762,-0.009423987266,-1.662331661e-10,0.3016179835,1.35970819,0.3016179835,1.35970819,0.2382106202,0.9400447011,1.895927429,18.9752636,-0.7209687734,-4.268743038,-0.5171122938,-2.265856266,-0.002325891983,0.04228600487,0.4936881498,1.996894479,0.696923964,3.242275953,1.417892737,7.51101923,-0.01580378667,-1.210529327,2.964265421,10.08185768,0.1341131641,0.2568888664,0.08856904563,0.2894545496,0.9982572276,0.9970954061,0.1336147191,0.1650240123,8.579627078,12.00867462,5.378995042,7.708312511,2.575432247,5.410889149,-2.793056937,-3.058968782,4,8,0.25,0.25,183,144,22.38251366,113.7777786,-0.926959753,-14.49879551,0.9689676762,4.476467609,0.1153227694,0.1593751907,0.304870297,0.8543720841,0.4194621067,1.460620284,0.02470529422,0.02103579976,0.3712289918,1.53204155
prototype_balanced,afmv2_dd63941a3127,6022,6022,5,2,0.3168717325,-0.9419333935,0.9314972758,0.0003346118769,-1.662331661e-10,0.3168717181,1.35970819,0.3168717181,1.35970819,0.2470889032,0.9400447011,1.873430669,18.9752636,-0.7403182691,-4.268743038,-0.5440458387,-2.265856266,0.003507906222,0.04228600487,0.5484300882,1.996894479,0.7442051703,3.242275953,1.484523439,7.51101923,-0.01050706659,-1.210529327,2.981132662,10.08185768,0.1352875927,0.2568888664,0.09052563348,0.2894545496,0.99752192,0.9970954061,0.205999088,0.1650240123,8.652633567,12.00867462,5.350414129,7.708312511,2.584599051,5.410889149,-2.869219128,-3.058968782,5,8,0.25,0.25,186,144,22.02150538,113.7777786,-0.9419333935,-14.49879551,0.9314972758,4.476467609,0.1161083921,0.1593751907,0.3138801402,0.8543720841,0.4211748204,1.460620284,0.03983608995,0.02103579976,0.4027523454,1.53204155
prototype_balanced,afmv2_dd63941a3127,6022,6022,5,3,0.3273614645,-0.9682961702,0.9553467035,0.004511788739,-1.662331661e-10,0.3273614556,1.35970819,0.3273614556,1.35970819,0.2509734472,0.9400447011,1.923642874,18.9752636,-0.8076009893,-4.268743038,-0.6035391301,-2.265856266,0.02727753669,0.04228600487,0.5367196172,1.996894479,0.7684371936,3.242275953,1.576038183,7.51101923,-0.2181509305,-1.210529327,3.209741299,10.08185768,0.1319321101,0.2568888664,0.09255832299,0.2894545496,0.9967000861,0.9970954061,0.2107628857,0.1650240123,8.613112119,12.00867462,5.30739893,7.708312511,2.493445695,5.410889149,-2.920790862,-3.058968782,5,8,0.25,0.25,169,144,24.23668639,113.7777786,-0.9682961702,-14.49879551,0.9553467035,4.476467609,0.1101347053,0.1593751907,0.3134125585,0.8543720841,0.4397736522,1.460620284,0.0500244081,0.02103579976,0.4009184276,1.53204155
mean_condition,mean_condition,6023,6023,2,0,0.2991313636,-0.9730767012,0.9652862549,0.02004724361,-1.403883898e-09,0.2991313453,8.395533562,0.2991313453,8.395533562,0.2301698264,5.425800323,1.938362956,91.99694061,-0.7157892132,-32.26952362,-0.4786524951,-13.54069614,0.0199078666,0.7217635512,0.5313277125,11.45559216,0.765751999,18.36430168,1.481541212,50.63382721,0.02677241898,-1.911790848,3.294323496,12.55118656,0.1311607636,0.8047260642,0.08845906468,0.8266538382,0.9947612336,0.9918454885,0.2674460144,0.2168002129,8.550658624,14.45901775,5.370710238,10.37177849,2.544121642,6.207304955,-2.876100751,-3.835169792,4,15,0.25,0.25,171,27,23.95321637,606.8148193,-0.9730767012,-68.23431396,0.9652862549,23.76262856,0.1119474647,0.565227747,0.30298749,2.226655483,0.4058105399,4.002933502,0.0390625,0.01408418454,0.3995140134,8.494464874
mean_condition,mean_condition,6023,6023,2,1,0.3122811615,-0.9540493488,0.9090365767,0.01726028906,-1.403883898e-09,0.3122811583,8.395533562,0.3122811583,8.395533562,0.2420776168,5.425800323,1.863085926,91.99694061,-0.767865926,-32.26952362,-0.5528974801,-13.54069614,0.03353238292,0.7217635512,0.5274809152,11.45559216,0.7057994068,18.36430168,1.473665333,50.63382721,-0.2239270646,-1.911790848,3.096252131,12.55118656,0.1363283098,0.8047260642,0.0877482989,0.8266538382,0.9976666132,0.9918454885,0.183443962,0.2168002129,8.65017416,14.45901775,5.361750055,10.37177849,2.655316894,6.207304955,-2.810546619,-3.835169792,5,15,0.25,0.25,182,27,22.50549451,606.8148193,-0.9540493488,-68.23431396,0.9090365767,23.76262856,0.1193807665,0.565227747,0.3054858589,2.226655483,0.4012968594,4.002933502,0.015625,0.01408418454,0.401304463,8.494464874
mean_condition,mean_condition,6023,6023,2,2,0.3230726719,-0.9823105931,0.9451952577,-0.01731165342,-1.403883898e-09,0.3230726749,8.395533562,0.3230726749,8.395533562,0.2515331497,5.425800323,1.927505851,91.99694061,-0.7974888599,-32.26952362,-0.5944549233,-13.54069614,-0.005001068348,0.7217635512,0.5102406532,11.45559216,0.7239113045,18.36430168,1.521400164,50.63382721,-0.159775558,-1.911790848,3.003652318,12.55118656,0.1341158559,0.8047260642,0.08764324362,0.8266538382,0.9978121481,0.9918454885,0.2092092087,0.2168002129,8.624761978,14.45901775,5.280328735,10.37177849,2.603343049,6.207304955,-2.894369505,-3.835169792,5,15,0.25,0.25,140,27,29.25714286,606.8148193,-0.9823105931,-68.23431396,0.9451952577,23.76262856,0.1152778229,0.565227747,0.3033323757,2.226655483,0.4025657053,4.002933502,0.0322117627,0.01408418454,0.3835359376,8.494464874
mean_condition,mean_condition,6023,6023,2,3,0.2981255054,-0.9649047256,0.9877210855,-0.006985196006,-1.403883898e-09,0.298125491,8.395533562,0.298125491,8.395533562,0.2279447951,5.425800323,1.952625811,91.99694061,-0.7965017951,-32.26952362,-0.5309642404,-13.54069614,0.00297576515,0.7217635512,0.4865583211,11.45559216,0.6882210577,18.36430168,1.484722853,50.63382721,-0.1632314992,-1.911790848,3.399532437,12.55118656,0.1269773714,0.8047260642,0.08830074337,0.8266538382,0.9982537205,0.9918454885,0.1461981413,0.2168002129,8.541987259,14.45901775,5.31492937,10.37177849,2.511606156,6.207304955,-2.848453485,-3.835169792,5,15,0.25,0.25,169,27,24.23668639,606.8148193,-0.9649047256,-68.23431396,0.9877210855,23.76262856,0.1075726959,0.565227747,0.2991213693,2.226655483,0.420094828,4.002933502,0.015625,0.01408418454,0.3619766164,8.494464874
