row_id,sample_id,group_id,split,network_input_path,descriptor_height_path,prototype_id,height_mean,cond_height_mean,height_std,cond_height_std,rq,cond_rq,ra,cond_ra,peak_to_valley,cond_peak_to_valley,p01,cond_p01,p05,cond_p05,p50,cond_p50,p95,cond_p95,p99,cond_p99,robust_range,cond_robust_range,skewness,cond_skewness,kurtosis,cond_kurtosis,mean_abs_gradient,cond_mean_abs_gradient,gradient_std,cond_gradient_std,gradient_orientation_entropy,cond_gradient_orientation_entropy,gradient_anisotropy,cond_gradient_anisotropy,psd_low_power,cond_psd_low_power,psd_mid_power,cond_psd_mid_power,psd_high_power,cond_psd_high_power,psd_slope,cond_psd_slope,autocorrelation_length_px,cond_autocorrelation_length_px,island_coverage,cond_island_coverage,island_count,cond_island_count,island_mean_area_px,cond_island_mean_area_px
afm_00019_da090957f7,6070,6070,train,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00019_da090957f7.npy,data/plane_corrected_afm/6070/N69_Edg_002/N69_Edg_002_plane_corrected.npy,1,1.47687973e-10,1.674929345e-10,3.156004827,-0.2867223785,3.156004827,-0.2867223785,2.434547175,-0.3096947464,30.15153313,0.2106197897,-8.349800444,0.1182066876,-5.361722469,0.268209076,0.05055741966,-0.2438587701,4.879202724,-0.3169223405,7.37910006,-0.2618196129,15.7289005,-0.2089293429,-0.2322057582,-0.125925765,3.849866037,0.1021476337,0.8210107611,0.1990943969,0.7201066626,0.3373939007,0.9859685627,-0.4056501258,0.3806972647,1.483506755,14.29697799,0.7130950231,9.84812956,0.928541111,7.268094427,1.099322876,-3.326232592,0.5504710675,10,-0.4050745573,0.25,0.1993377107,172,0.1164072245,95.25581395,-0.442220561
afm_00020_a424770817,6072,6072,train,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00020_a424770817.npy,data/plane_corrected_afm/6072/N6072_1um_002/N6072_1um_002_plane_corrected.npy,2,7.039973964e-12,2.684493545e-11,1.275434215,-0.9827646044,1.275434215,-0.9827646044,0.9624568411,-0.9903370642,11.79436779,-1.071964694,-3.92060343,0.9445399104,-2.245340049,0.9234224768,0.1005590558,-0.1689729773,1.87547785,-1.038245675,2.76107434,-0.9053435478,6.681677771,-0.9612743089,-0.6961332927,-1.109815,4.665003714,0.665838575,0.3471964188,-0.5974445223,0.3268358818,-0.5345143117,0.9917374272,0.1609653603,0.1160569022,-0.5484678521,12.36711054,-0.9071944118,7.961824305,-0.8167337682,6.703601908,0.5997177909,-2.761524453,1.842339412,7,-0.6220787697,0.25,0.1993377107,213,0.3279629303,76.92018779,-0.4659716312
afm_00021_d59786b32d,6073,6073,train,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00021_d59786b32d.npy,data/plane_corrected_afm/6073/N73_ctr_001/N73_ctr_001_plane_corrected.npy,2,6.676468406e-11,8.656964555e-11,1.517172692,-0.8932916611,1.517172692,-0.8932916611,1.18015215,-0.8896824805,14.79007578,-0.8626595802,-4.159062448,0.9000517993,-2.551879418,0.858973165,0.06612265855,-0.2205472279,2.33517313,-0.9278530968,3.132682145,-0.8535598351,7.291744592,-0.9105426407,-0.528027356,-0.7532989299,4.194419343,0.3404160672,0.2042437358,-0.8377651827,0.1840110448,-0.8511667415,0.9959323857,0.5729924497,0.04694770242,-1.079105498,12.83629005,-0.5132779264,8.337009774,-0.4695991926,5.88867463,-0.1215350134,-3.418298228,0.3398548703,15,-0.04340087006,0.25,0.1993377107,272,0.6323967507,240.9411765,-0.2535068926
afm_00023_4ec77f0643,6080,6080,train,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00023_4ec77f0643.npy,data/plane_corrected_afm/6080/N80_Edg_000/N80_Edg_000_plane_corrected.npy,0,1.064559552e-10,1.262609167e-10,5.158537541,0.4544608129,5.158537541,0.4544608129,4.021750216,0.4241716011,33.09296417,0.4161326639,-14.08266625,-0.9513455275,-9.342260838,-0.5686914486,0.2202245668,0.01024609158,8.092157125,0.4546459882,10.13272238,0.1218988803,24.21538863,0.4967863022,-0.4338652232,-0.5536015592,3.288750959,-0.2858794389,0.8801545313,0.2985221908,0.8217780249,0.5628062631,0.9991670471,0.8906995551,0.1295844943,-0.4445996311,14.06569121,0.5189099116,9.071973267,0.2104144573,5.465222789,-0.4963118016,-4.093806707,-1.205488573,9,-0.4774092948,0.25,0.1993377107,26,-0.6369374837,630.1538462,0.2506600974
afm_00024_02882b2778,6081,6081,train,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00024_02882b2778.npy,data/plane_corrected_afm/6081/N81_Edg_000/N81_Edg_000_plane_corrected.npy,3,4.901905548e-10,5.099955163e-10,5.771374522,0.6812858061,5.771374522,0.6812858061,4.696931252,0.7363513462,31.27156162,0.2888743097,-7.779383898,0.2246264611,-6.779685378,-0.02991489428,-1.440167546,-2.476468133,11.09763479,1.176390243,17.30249395,1.121009733,25.08187785,0.5688414314,0.9678803014,2.419195332,3.509529783,-0.1332045882,0.3126410958,-0.655536178,0.2054654102,-0.8036009464,0.9524164597,-3.70112381,0.5905435608,3.094758875,13.0763541,-0.311723543,9.077844748,0.2158469547,4.050396751,-1.748506047,-4.127595644,-1.282786659,62,3.35633179,0.25,0.1993377107,4,-0.7504551795,4096,4.740147103
afm_00025_debcd2803c,6082,6082,train,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00025_debcd2803c.npy,data/plane_corrected_afm/6082/N6082_1um_002/N6082_1um_002_plane_corrected.npy,1,-7.542230729e-11,-5.56173458e-11,1.998581655,-0.7151111855,1.998581655,-0.7151111855,1.561213054,-0.7134934445,15.51362801,-0.8121061943,-4.899557066,0.7619014072,-3.305527627,0.7005200807,0.0104569043,-0.3039159826,3.152819276,-0.7315011441,5.259811544,-0.5571434087,10.15936861,-0.6720780246,0.01582117374,0.4000853256,3.470238959,-0.1603753131,0.4172904976,-0.4796079421,0.2999241046,-0.5941795619,0.9916143232,0.1488741363,0.2394125865,0.3986878115,12.49403906,-0.8006270204,7.47606151,-1.266178311,4.776549466,-1.105823324,-3.677162842,-0.252343076,9,-0.4774092948,0.25,0.1993377107,72,-0.3995823017,227.5555556,-0.2708459689
afm_00026_b09d4e118e,6084,6084,train,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00026_b09d4e118e.npy,data/plane_corrected_afm/6084/N6084_1um_006/N6084_1um_006_plane_corrected.npy,1,3.140156191e-11,5.12065234e-11,1.553037407,-0.8800173092,1.553037407,-0.8800173092,1.214340612,-0.8738749492,13.74396992,-0.9357492495,-3.402273285,1.041242184,-2.363959253,0.8984830177,-0.08794258535,-0.4512856363,2.7601704,-0.8257930012,3.992690277,-0.73371732,7.394963562,-0.901959203,0.2896294766,0.9807730875,3.359600398,-0.236885032,0.3271614554,-0.6311257064,0.2281508528,-0.7533057689,0.9884329737,-0.1635966962,0.3117941049,0.9544511351,12.10731421,-1.125315739,7.112981845,-1.602112178,4.73047995,-1.146597229,-3.667638599,-0.2305547093,9,-0.4774092948,0.25,0.1993377107,80,-0.3583031396,204.8,-0.3003223988
afm_00027_7ff2734851,6085,6085,train,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00027_7ff2734851.npy,data/plane_corrected_afm/6085/N6085_1um_003/N6085_1um_003_plane_corrected.npy,1,-3.978849195e-10,-3.78079958e-10,3.156549954,-0.2865206145,3.156549954,-0.2865206145,2.485030663,-0.2863529735,22.9982214,-0.2891701542,-6.56283567,0.4515918037,-4.901569963,0.364955254,-0.1515705511,-0.5465791313,5.467564464,-0.1756314201,8.620260954,-0.0888632911,15.18309662,-0.2543170617,0.3433304627,1.09466118,3.243407056,-0.3172360404,0.5120501734,-0.3203055255,0.3567947971,-0.4680933479,0.9894308198,-0.06558866487,0.3535256987,1.274876705,13.09302902,-0.2977235159,8.264462568,-0.5367223774,4.947952588,-0.9541226924,-3.94636539,-0.8681908492,13,-0.188070345,0.25,0.1993377107,44,-0.544059369,372.3636364,-0.08326868817
afm_00028_4f8516eafb,6087,6087,train,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00028_4f8516eafb.npy,data/plane_corrected_afm/6087/N87_Ctr_001/N87_Ctr_001_plane_corrected.npy,0,-5.486544552e-11,-3.506048403e-11,7.289650584,1.243234527,7.289650584,1.243234527,5.793811641,1.243509904,39.07276344,0.8339312521,-17.56261883,-1.600582945,-14.87053037,-1.730999469,1.60764128,2.088134109,9.673122644,0.8343037023,13.11066217,0.5368761125,30.673281,1.033808874,-0.7008183843,-1.119751059,2.86727896,-0.5773393414,1.75578248,1.770558129,1.596435954,2.280275862,0.997756065,0.7521134766,0.1010562272,-0.6636467704,15.3059947,1.560251192,10.88581605,1.888644551,8.748737073,2.409768225,-3.082246827,1.108631052,7,-0.6220787697,0.25,0.1993377107,108,-0.2138260723,151.7037037,-0.3691007351
afm_00029_5af47546a7,6088,6088,train,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00029_5af47546a7.npy,data/plane_corrected_afm/6088/N88_Ctr_002/N88_Ctr_002_plane_corrected.npy,4,-1.224021301e-10,-1.025971686e-10,1.751564104,-0.8065380348,1.751564104,-0.8065380348,1.305509262,-0.8317218016,19.92269802,-0.5040518363,-5.419197559,0.664954669,-3.079697347,0.7480004621,0.1584075838,-0.0823351546,2.570085847,-0.8714404653,3.446811295,-0.8097857985,8.866008854,-0.779630666,-0.9064353643,-1.55581988,5.640367071,1.340330142,0.3129686861,-0.6549854593,0.2905808975,-0.6148940909,0.9953548682,0.5162689197,0.09676417639,-0.6966022053,13.56474798,0.09832505582,8.696103959,-0.1373528297,6.705068967,0.601016214,-3.338717749,0.5219090936,10,-0.4050745573,0.2499961853,-4.90371134,465,1.628256536,140.9354839,-0.3830493585
afm_00030_e9d498a7d5,6090,6090,train,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00030_e9d498a7d5.npy,data/plane_corrected_afm/6090/N6090_1um_002/N6090_1um_002_plane_corrected.npy,1,-1.415555451e-10,-1.217505836e-10,4.896469235,0.3574633346,4.896469235,0.3574633346,3.988873344,0.4089705024,34.18375492,0.4923443919,-9.119958115,-0.02547779252,-6.869359612,-0.04876872925,-0.5624258816,-1.16190354,8.782542944,0.6204372713,11.93259878,0.3727124559,21.0525569,0.2337729331,0.4932732146,1.412657092,2.930983037,-0.5332861561,0.4982076605,-0.3435764552,0.3404451018,-0.5043417404,0.995685357,0.548729393,0.04821326445,-1.069388198,13.29859756,-0.1251310751,8.866171756,0.0199997796,5.752391112,-0.242152978,-3.73105721,-0.3756358411,54,2.777653891,0.25,0.1993377107,30,-0.6162979027,546.1333333,0.1418240487
afm_00031_c512e3b32c,6093,6093,train,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00031_c512e3b32c.npy,data/plane_corrected_afm/6093/N6093_1um_003/N6093_1um_003_plane_corrected.npy,0,5.186762131e-10,5.384811746e-10,5.357646035,0.5281554237,5.357646035,0.5281554237,4.266124961,0.5371618089,35.88175583,0.6109808797,-13.81211371,-0.9008698879,-10.08716321,-0.7253057374,0.9226827621,1.062294444,7.418504238,0.2928730007,10.71377568,0.2028689157,24.5258894,0.5226067885,-0.4965910908,-0.6866294597,3.075375402,-0.4334347194,1.14127234,0.7374926452,0.8325327493,0.5866502225,0.9984507269,0.8203428812,0.121936566,-0.5033223292,14.36547435,0.7706035989,9.472041991,0.5805718813,5.353190198,-0.5954664411,-4.059238294,-1.1264073,8,-0.5497440322,0.25,0.1993377107,74,-0.3892625112,221.4054054,-0.2788125716
afm_00033_abd918912b,6095,6095,train,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00033_abd918912b.npy,data/plane_corrected_afm/6095/N6095_1um_006/N6095_1um_006_plane_corrected.npy,5,-3.683813254e-10,-3.485763639e-10,12.21884153,3.067640915,12.21884153,3.067640915,9.592104993,2.999705927,73.60641098,3.246739531,-21.59967957,-2.353757257,-19.70294952,-2.747006287,2.113771677,2.846148827,19.35308981,3.158879515,35.85273571,3.70599416,57.45241528,3.260696337,0.2536474991,0.9044631518,3.478407315,-0.154726662,1.752964478,1.765820729,1.63063558,2.356098771,0.9867694093,-0.3269913038,0.09332878124,-0.7229800248,15.58738507,1.796502569,10.64174663,1.66282308,7.642759953,1.430921252,-3.910540153,-0.7862343722,12,-0.2604050824,0.25,0.1993377107,45,-0.5388994738,364.0888889,-0.09398738996
afm_00034_246229e6b5,6097,6097,train,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00034_246229e6b5.npy,data/plane_corrected_afm/6097/N6097_2um_008/N6097_2um_008_plane_corrected.npy,0,-2.165467805e-10,-1.96741819e-10,9.224106823,1.959221057,9.224106823,1.959221057,7.489807508,2.027678192,46.53601456,1.355376143,-18.48457651,-1.772587997,-16.88698387,-2.154954933,1.036510348,1.232770246,13.44736314,1.740660926,20.79776516,1.608077328,39.28234167,1.749717352,-0.1857429003,-0.02738816517,2.541557949,-0.802584706,1.546865635,1.419343775,1.189392155,1.377831927,0.976548618,-1.330873199,0.3189080597,1.009073852,14.98915261,1.294235051,10.35800175,1.4002925,5.935156881,-0.08039581638,-4.192862497,-1.432095967,9,-0.4774092948,0.25,0.1993377107,51,-0.5079401022,321.254902,-0.1494724343
afm_00036_b9f6601fd1,6101,6101,train,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00036_b9f6601fd1.npy,data/plane_corrected_afm/6101/N6101_5um_001/N6101_5um_001_plane_corrected.npy,2,5.99020139e-11,7.970697539e-11,0.7078356913,-1.192845809,0.7078356913,-1.192845809,0.5443351684,-1.183661684,4.773011446,-1.562535136,-1.570696324,1.382950373,-1.209350318,1.141237322,0.01183196204,-0.3018566043,1.245720714,-1.189477407,1.67002458,-1.057381816,3.240720904,-1.247415886,0.0008273210585,0.3682866305,3.137590111,-0.3904114745,0.08132988418,-1.044398156,0.06144146404,-1.122911883,0.9769263422,-1.293773285,0.1191695532,-0.5245681425,9.823075826,-3.043130001,6.502383114,-2.167059248,4.915862303,-0.9825242549,-2.74824054,1.872728679,27,0.8246159794,0.25,0.1993377107,343,0.9987493143,47.76676385,-0.5037355458
afm_00012_ea2686bd44,6058,6058,val,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00012_ea2686bd44.npy,data/plane_corrected_afm/6058/N58_edg_001/N58_edg_001_plane_corrected.npy,0,-2.70886924e-10,-2.510819625e-10,7.461155751,1.306712515,7.461155751,1.306712515,5.683751837,1.192622157,51.05440331,1.671068419,-19.75071459,-2.008805071,-13.41259875,-1.424472154,0.2544091344,0.06144318524,11.21999807,1.205774921,18.70288654,1.316155062,38.45360113,1.680801311,-0.16526859,0.0160333867,3.593959052,-0.07481934177,0.5738551759,-0.2164038798,0.5797569823,0.02622906256,0.9940349594,0.3866280231,0.1581800715,-0.2250356682,15.35902125,1.604771534,11.07345798,2.062257356,6.144528384,0.1049087964,-4.185360607,-1.414934085,23,0.5352770296,0.25,0.1993377107,56,-0.4821406259,1170.285714,0.9503204095
afm_00013_d70a92b9a0,6062,6062,val,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00013_d70a92b9a0.npy,data/plane_corrected_afm/6062/N62_Edg_001/N62_Edg_001_plane_corrected.npy,1,-1.249707282e-11,7.30788867e-12,2.571070219,-0.5032200648,2.571070219,-0.5032200648,1.920552583,-0.5473476012,24.77793121,-0.164824802,-8.210761309,0.1441465264,-4.741896963,0.3985261947,0.2635788471,0.07517635997,3.571227717,-0.6310233093,4.772968683,-0.6249851776,12.98372999,-0.437211024,-0.9938687362,-1.741247015,5.210069693,1.042767238,0.3661493342,-0.5655823911,0.3454746845,-0.4931908116,0.9963379502,0.6128268273,0.04239833627,-1.114036665,13.79552217,0.2920798041,9.039554169,0.1804191863,5.844088528,-0.1609960205,-3.730400188,-0.3741327887,12,-0.2604050824,0.25,0.1993377107,192,0.2196051298,341.3333333,-0.1234638198
afm_00018_296832d830,6068,6068,val,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00018_296832d830.npy,data/plane_corrected_afm/6068/N68_Ctr_005/N68_Ctr_005_plane_corrected.npy,0,-7.751812525e-10,-7.55376291e-10,10.20500678,2.322274582,10.20500678,2.322274582,8.869547062,2.665620787,54.22130394,1.892334477,-18.04263659,-1.690137467,-14.62898755,-1.680215556,-0.4135536999,-0.9389426084,16.55195951,2.486207838,21.00047464,1.636324984,39.04311123,1.729823532,0.1591320764,0.7040165302,1.967801999,-1.199353302,2.516185951,3.048887856,1.662748953,2.427296315,0.9953743507,0.5181824828,0.05659873247,-1.005002486,15.57760016,1.788287297,10.99765747,1.992124102,7.585945363,1.3806374,-3.598114358,-0.07150588409,7,-0.6220787697,0.25,0.1993377107,109,-0.208666177,150.3119266,-0.3709035748
