sample_id,track,method,method_family,method_label,seed,amplitude_key,conditioned_rq_nm,source_sample_ids,source_scan_ids,source_afm_paths,source_contributions,heldout_source_contribution,largest_single_source_contribution,source_group_count,uses_predicted_rq_not_true_rq,oracle_uses_true_descriptors,full_cohort_development,strict_seed_selection,measured_rq_nm,conditioned_rq_error_nm,measured_ra_nm,histogram_wasserstein,gradient_distribution_error,seam_energy,patch_boundary_energy,repeated_patch_fraction,source_dominance_penalty,exact_identity,maximum_ssim_to_any_source,normalized_psd_log_distance,psd_low_band_error,psd_mid_band_error,psd_high_band_error,psd_slope_error,correlation_length_abs_error_nm,correlation_length_relative_error,anisotropy_error,skewness_error,kurtosis_error,height_quantile_error,ra_rq_error,visual_composite_score,retrospective_only_uses_true_afm_for_evaluation,trial_id,map_path
6070,strict,A3,retrieval,Retrieved real AFM exemplar,0,q50,2.8488575710598094,"['6056', '6057', '6072', '6022', '6078']","['GdSb_N6056_ctr_013', 'GdSb_N6057_edge_014', '6072_500_nm_004', 'N6022_Ctr_000', 'N78_Ctr_000']","['data/afm_second_order/6056/GdSb_N6056_ctr_013/GdSb_N6056_ctr_013_height.npy', 'data/afm_second_order/6057/GdSb_N6057_edge_014/GdSb_N6057_edge_014_height.npy', 'data/afm_second_order/6072/6072_500_nm_004/6072_500_nm_004_height.npy', 'data/afm_second_order/6022/N6022_Ctr_000/N6022_Ctr_000_height.npy', 'data/afm_second_order/6078/N78_Ctr_000/N78_Ctr_000_height.npy']",{'6056': 1.0},0.0,1.0,1,True,False,False,fixed_seed_grid_no_outer_afm_selection,2.8488549050558314,2.6660039780246336e-06,2.2703659069708673,0.0700681411427032,46.94583986265968,0.3082254528999328,0.3082254528999328,0.1999999999999999,0.3,False,0.9999999999999812,0.6228430558727363,0.0016129619652054,0.0015415377712124,7.142419399294737e-05,0.0753688522025988,0.0,0.0,0.0178571428571427,0.3707713792597159,0.8533442191175364,0.1243793237289147,0.0250299045129938,0.1941748290252942,True,visual_trial_0022_strict_A3_s0_q50,outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7a_reconstruction_first/generated_maps/strict/A3/6070__A3__seed0__q50.npy
6072,strict,A3,retrieval,Retrieved real AFM exemplar,0,q50,2.1186244810567665,"['6056', '6048', '6084', '6022', '6082']","['GdSb_N6056_ctr_013', 'N6048_1um_027', 'N6084_1um_006', 'N6022_Ctr_000', 'N6082_1um_001']","['data/afm_second_order/6056/GdSb_N6056_ctr_013/GdSb_N6056_ctr_013_height.npy', 'data/afm_second_order/6048/N6048_1um_027/N6048_1um_027_height.npy', 'data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy', 'data/afm_second_order/6022/N6022_Ctr_000/N6022_Ctr_000_height.npy', 'data/afm_second_order/6082/N6082_1um_001/N6082_1um_001_height.npy']",{'6056': 1.0},0.0,1.0,1,True,False,False,fixed_seed_grid_no_outer_afm_selection,2.118622413993719,2.0670630473951235e-06,1.6884145589348565,0.0690470386528668,47.4868958088681,0.3082254528999328,0.3082254528999328,0.1999999999999999,0.3,False,0.999999999999973,0.351101658229922,0.0004584948967567,0.0004565736322245,1.921264532160456e-06,0.1893717894650364,7.843137254901961,0.3333333333333333,0.0416666666666667,0.4819427445643221,0.987921533472362,0.1500973662361502,0.023343989967433,0.1922451895694101,True,visual_trial_0022_strict_A3_s0_q50,outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7a_reconstruction_first/generated_maps/strict/A3/6072__A3__seed0__q50.npy
6078,strict,A3,retrieval,Retrieved real AFM exemplar,0,q50,1.40948411541783,"['6084', '6082', '6048', '6022', '6033']","['N6084_1um_006', 'N6082_1um_001', 'N6048_1um_027', 'N6022_Ctr_000', 'N6033_1um_016']","['data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy', 'data/afm_second_order/6082/N6082_1um_001/N6082_1um_001_height.npy', 'data/afm_second_order/6048/N6048_1um_027/N6048_1um_027_height.npy', 'data/afm_second_order/6022/N6022_Ctr_000/N6022_Ctr_000_height.npy', 'data/afm_second_order/6033/N6033_1um_016/N6033_1um_016_height.npy']",{'6084': 1.0},0.0,1.0,1,True,False,False,fixed_seed_grid_no_outer_afm_selection,1.4094827342200134,1.3811978165634289e-06,1.1105373252584596,0.127259636660153,46.118036391496446,0.2977515459060669,0.2977515459060669,0.1999999999999999,0.3,False,0.9999999999999882,0.2678381431297815,0.0001192821553632,0.0001124358029112,6.846352451952242e-06,0.1154573666703036,7.843137254901958,0.2857142857142856,0.0833333333333332,0.7053733866511347,0.8151560615663982,0.238903617167047,0.0150594444310764,0.1852242317692569,True,visual_trial_0022_strict_A3_s0_q50,outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7a_reconstruction_first/generated_maps/strict/A3/6078__A3__seed0__q50.npy
6080,strict,A3,retrieval,Retrieved real AFM exemplar,0,q50,1.621651952773592,"['6078', '6072', '6022', '6056', '6048']","['N78_Ctr_000', '6072_500_nm_004', 'N6022_Ctr_000', 'GdSb_N6056_ctr_013', 'N6048_1um_027']","['data/afm_second_order/6078/N78_Ctr_000/N78_Ctr_000_height.npy', 'data/afm_second_order/6072/6072_500_nm_004/6072_500_nm_004_height.npy', 'data/afm_second_order/6022/N6022_Ctr_000/N6022_Ctr_000_height.npy', 'data/afm_second_order/6056/GdSb_N6056_ctr_013/GdSb_N6056_ctr_013_height.npy', 'data/afm_second_order/6048/N6048_1um_027/N6048_1um_027_height.npy']",{'6078': 1.0},0.0,1.0,1,True,False,False,fixed_seed_grid_no_outer_afm_selection,1.621650505153598,1.4476199938773249e-06,1.2532839069427395,0.048773415019497,53.93067126222874,0.3394076824188232,0.3394076824188232,0.1999999999999999,0.3,False,0.9999999999999898,1.046418731524529,0.0002181747656168,0.0001892852491912,2.8889516425185527e-05,0.6008160698661489,3.9215686274509807,0.125,0.1666666666666667,0.1453978161173797,0.5540792798418899,0.0727094314992427,0.0112787469126317,0.2917733430817305,True,visual_trial_0022_strict_A3_s0_q50,outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7a_reconstruction_first/generated_maps/strict/A3/6080__A3__seed0__q50.npy
6081,strict,A3,retrieval,Retrieved real AFM exemplar,0,q50,2.7517034186557643,"['6056', '6057', '6072', '6078', '6048']","['GdSb_N6056_ctr_013', 'GdSb_N6057_edge_014', '6072_500_nm_004', 'N78_Ctr_000', 'N6048_1um_027']","['data/afm_second_order/6056/GdSb_N6056_ctr_013/GdSb_N6056_ctr_013_height.npy', 'data/afm_second_order/6057/GdSb_N6057_edge_014/GdSb_N6057_edge_014_height.npy', 'data/afm_second_order/6072/6072_500_nm_004/6072_500_nm_004_height.npy', 'data/afm_second_order/6078/N78_Ctr_000/N78_Ctr_000_height.npy', 'data/afm_second_order/6048/N6048_1um_027/N6048_1um_027_height.npy']",{'6056': 1.0},0.0,1.0,1,True,False,False,fixed_seed_grid_no_outer_afm_selection,2.751700857594418,2.5610613456628073e-06,2.1929399783415526,0.062881889499177,65.86758851259654,0.3082254528999328,0.3082254528999328,0.1999999999999999,0.3,False,0.9999999999999858,0.8600849025420875,5.242468754984575e-05,0.0001024446046797,5.001991712986769e-05,0.5057962396319167,19.6078431372549,0.3846153846153846,11.575,0.3239326571852537,0.1171643967773978,0.1235154088054384,0.0003056413454353,0.3981511766596974,True,visual_trial_0022_strict_A3_s0_q50,outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7a_reconstruction_first/generated_maps/strict/A3/6081__A3__seed0__q50.npy
6082,strict,A3,retrieval,Retrieved real AFM exemplar,0,q50,3.225084932308179,"['6094', '6029', '6085', '6048', '6080']","['N6094_150nm_002', 'N6029_1um_008', 'N6085_1um_000', 'N6048_1um_027', 'N80_Ctr_000']","['data/afm_second_order/6094/N6094_150nm_002/N6094_150nm_002_height.npy', 'data/afm_second_order/6029/N6029_1um_008/N6029_1um_008_height.npy', 'data/afm_second_order/6085/N6085_1um_000/N6085_1um_000_height.npy', 'data/afm_second_order/6048/N6048_1um_027/N6048_1um_027_height.npy', 'data/afm_second_order/6080/N80_Ctr_000/N80_Ctr_000_height.npy']",{'6094': 1.0},0.0,1.0,1,True,False,False,fixed_seed_grid_no_outer_afm_selection,3.2250817825994784,3.1497087005227797e-06,2.5031404146034806,0.1046142448652576,23.508966199387345,0.3055368065834045,0.3055368065834045,0.1999999999999999,0.3,False,0.9999999999999852,0.2753135545949836,5.696911903796398e-05,6.102672152553213e-05,4.057602487686279e-06,0.2150621703228381,7.843137254901958,0.1999999999999999,0.0317460317460316,0.621156092914644,0.0335293434218506,0.2018345190478225,0.0081985375257559,0.1673812733790856,True,visual_trial_0022_strict_A3_s0_q50,outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7a_reconstruction_first/generated_maps/strict/A3/6082__A3__seed0__q50.npy
6084,strict,A3,retrieval,Retrieved real AFM exemplar,0,q50,3.0980939319071954,"['6048', '6085', '6029', '6033', '6094']","['N6048_1um_027', 'N6085_1um_000', 'N6029_1um_008', 'N6033_1um_016', 'N6094_150nm_002']","['data/afm_second_order/6048/N6048_1um_027/N6048_1um_027_height.npy', 'data/afm_second_order/6085/N6085_1um_000/N6085_1um_000_height.npy', 'data/afm_second_order/6029/N6029_1um_008/N6029_1um_008_height.npy', 'data/afm_second_order/6033/N6033_1um_016/N6033_1um_016_height.npy', 'data/afm_second_order/6094/N6094_150nm_002/N6094_150nm_002_height.npy']",{'6048': 1.0},0.0,1.0,1,True,False,False,fixed_seed_grid_no_outer_afm_selection,3.0980910771951864,2.8547120090038902e-06,2.434360361940587,0.0869736652615333,9.914423613763574,0.2842439413070678,0.2842439413070678,0.1999999999999999,0.3,False,0.999999999999994,0.2167432767679603,4.509540667019252e-05,5.27529990351738e-05,7.657592364911095e-06,0.1513110143443841,0.0,0.0,0.0,0.492013912864123,0.1234424777304226,0.1965849132676208,0.0021425224219384,0.1207927394173921,True,visual_trial_0022_strict_A3_s0_q50,outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7a_reconstruction_first/generated_maps/strict/A3/6084__A3__seed0__q50.npy
6085,strict,A3,retrieval,Retrieved real AFM exemplar,0,q50,2.567352283767561,"['6078', '6047', '6022', '6057', '6048']","['N78_Ctr_000', 'N6047_1um_008', 'N6022_Ctr_000', 'GdSb_N6057_edge_014', 'N6048_1um_027']","['data/afm_second_order/6078/N78_Ctr_000/N78_Ctr_000_height.npy', 'data/afm_second_order/6047/N6047_1um_008/N6047_1um_008_height.npy', 'data/afm_second_order/6022/N6022_Ctr_000/N6022_Ctr_000_height.npy', 'data/afm_second_order/6057/GdSb_N6057_edge_014/GdSb_N6057_edge_014_height.npy', 'data/afm_second_order/6048/N6048_1um_027/N6048_1um_027_height.npy']",{'6078': 1.0},0.0,1.0,1,True,False,False,fixed_seed_grid_no_outer_afm_selection,2.567349915851822,2.3679157390432692e-06,1.984162631825788,0.0778129909403314,78.17620469686278,0.339407742023468,0.339407742023468,0.1999999999999999,0.3,False,0.9999999999999932,0.7496571176375744,0.0001981728671447,0.0001722590254423,2.591384170230013e-05,0.1277523295633114,19.6078431372549,0.4166666666666666,0.0833333333333334,0.4393341502753571,1.0083933430405303,0.1541516390895205,0.0225465828760089,0.2886711831089408,True,visual_trial_0022_strict_A3_s0_q50,outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7a_reconstruction_first/generated_maps/strict/A3/6085__A3__seed0__q50.npy
6090,strict,A3,retrieval,Retrieved real AFM exemplar,0,q50,1.9423317892689789,"['6082', '6084', '6033', '6048', '6085']","['N6082_1um_001', 'N6084_1um_006', 'N6033_1um_016', 'N6048_1um_027', 'N6085_1um_000']","['data/afm_second_order/6082/N6082_1um_001/N6082_1um_001_height.npy', 'data/afm_second_order/6084/N6084_1um_006/N6084_1um_006_height.npy', 'data/afm_second_order/6033/N6033_1um_016/N6033_1um_016_height.npy', 'data/afm_second_order/6048/N6048_1um_027/N6048_1um_027_height.npy', 'data/afm_second_order/6085/N6085_1um_000/N6085_1um_000_height.npy']",{'6082': 1.0},0.0,1.0,1,True,False,False,fixed_seed_grid_no_outer_afm_selection,1.9423299171066408,1.8721623380457688e-06,1.5234598733277176,0.074531921763418,28.096930430376005,0.2687896490097046,0.2687896490097046,0.1999999999999999,0.3,False,0.9999999999999932,0.225249680764615,5.326927365278955e-05,4.785876503098411e-05,5.410508621865268e-06,0.0403064277079274,7.843137254901961,0.1666666666666666,0.1111111111111111,0.2777910044043252,0.209441204981871,0.0920140046360237,0.0099898438783322,0.1339343257180232,True,visual_trial_0022_strict_A3_s0_q50,outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7a_reconstruction_first/generated_maps/strict/A3/6090__A3__seed0__q50.npy
6094,strict,A3,retrieval,Retrieved real AFM exemplar,0,q50,3.6372901267305497,"['6085', '6090', '6033', '6057', '6029']","['N6085_1um_000', 'N6090_1um_001', 'N6033_1um_016', 'GdSb_N6057_edge_014', 'N6029_1um_008']","['data/afm_second_order/6085/N6085_1um_000/N6085_1um_000_height.npy', 'data/afm_second_order/6090/N6090_1um_001/N6090_1um_001_height.npy', 'data/afm_second_order/6033/N6033_1um_016/N6033_1um_016_height.npy', 'data/afm_second_order/6057/GdSb_N6057_edge_014/GdSb_N6057_edge_014_height.npy', 'data/afm_second_order/6029/N6029_1um_008/N6029_1um_008_height.npy']",{'6085': 1.0},0.0,1.0,1,True,False,False,fixed_seed_grid_no_outer_afm_selection,3.637286744586103,3.3821444467285744e-06,2.8930658899425663,0.1098585302929043,48.76595551374626,0.214042842388153,0.214042842388153,0.1999999999999999,0.3,False,0.9999999999999712,0.3382142381872567,0.0001022921036867,9.715468729106848e-05,5.137416395550386e-06,0.1005324835591148,15.68627450980392,0.4999999999999999,0.0595238095238095,0.5461150763478196,0.4665123862821212,0.2062783998836364,0.0192433503954878,0.2188729224563901,True,visual_trial_0022_strict_A3_s0_q50,outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7a_reconstruction_first/generated_maps/strict/A3/6094__A3__seed0__q50.npy
6095,strict,A3,retrieval,Retrieved real AFM exemplar,0,q50,4.62780761769412,"['6085', '6057', '6090', '6094', '6033']","['N6085_1um_000', 'GdSb_N6057_edge_014', 'N6090_1um_001', 'N6094_150nm_002', 'N6033_1um_016']","['data/afm_second_order/6085/N6085_1um_000/N6085_1um_000_height.npy', 'data/afm_second_order/6057/GdSb_N6057_edge_014/GdSb_N6057_edge_014_height.npy', 'data/afm_second_order/6090/N6090_1um_001/N6090_1um_001_height.npy', 'data/afm_second_order/6094/N6094_150nm_002/N6094_150nm_002_height.npy', 'data/afm_second_order/6033/N6033_1um_016/N6033_1um_016_height.npy']",{'6085': 1.0},0.0,1.0,1,True,False,False,fixed_seed_grid_no_outer_afm_selection,4.627803170251803,4.447442316646288e-06,3.680913944318536,0.2012655838699275,17.67592063848275,0.214042842388153,0.214042842388153,0.1999999999999999,0.3,False,0.999999999999978,0.3441701025456616,3.753788362559352e-05,4.069214819164065e-05,3.154264565996434e-06,0.109439160020675,11.764705882352942,0.3333333333333334,0.0833333333333332,0.3770621860326505,1.0017066694906962,0.2844765505886503,0.0514890648881825,0.2165949693703136,True,visual_trial_0022_strict_A3_s0_q50,outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7a_reconstruction_first/generated_maps/strict/A3/6095__A3__seed0__q50.npy
6099,strict,A3,retrieval,Retrieved real AFM exemplar,0,q50,3.3760974095918765,"['6047', '6057', '6072', '6078', '6056']","['N6047_1um_008', 'GdSb_N6057_edge_014', '6072_500_nm_004', 'N78_Ctr_000', 'GdSb_N6056_ctr_013']","['data/afm_second_order/6047/N6047_1um_008/N6047_1um_008_height.npy', 'data/afm_second_order/6057/GdSb_N6057_edge_014/GdSb_N6057_edge_014_height.npy', 'data/afm_second_order/6072/6072_500_nm_004/6072_500_nm_004_height.npy', 'data/afm_second_order/6078/N78_Ctr_000/N78_Ctr_000_height.npy', 'data/afm_second_order/6056/GdSb_N6056_ctr_013/GdSb_N6056_ctr_013_height.npy']",{'6047': 1.0},0.0,1.0,1,True,False,False,fixed_seed_grid_no_outer_afm_selection,3.3760942134988148,3.196093061763605e-06,2.5367182604741707,0.3064792091268276,50.26331055137784,0.2879997193813324,0.2879997193813324,0.1999999999999999,0.3,False,0.9999999999999992,0.9166775468569388,0.0001258707184171,9.146623867285558e-05,3.440447974412246e-05,0.6905790848805782,3.921568627450977,0.111111111111111,0.2857142857142856,0.9558553185303628,2.812971737010951,0.5012686394155026,0.1360173028686999,0.341140927299617,True,visual_trial_0022_strict_A3_s0_q50,outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7a_reconstruction_first/generated_maps/strict/A3/6099__A3__seed0__q50.npy
6101,strict,A3,retrieval,Retrieved real AFM exemplar,0,q50,1.1775205897723626,"['6072', '6070', '6056', '6078', '6047']","['6072_500_nm_004', 'N69_Edg_002', 'GdSb_N6056_ctr_013', 'N78_Ctr_000', 'N6047_1um_008']","['data/afm_second_order/6072/6072_500_nm_004/6072_500_nm_004_height.npy', 'data/afm_second_order/6070/N69_Edg_002/N69_Edg_002_height.npy', 'data/afm_second_order/6056/GdSb_N6056_ctr_013/GdSb_N6056_ctr_013_height.npy', 'data/afm_second_order/6078/N78_Ctr_000/N78_Ctr_000_height.npy', 'data/afm_second_order/6047/N6047_1um_008/N6047_1um_008_height.npy']",{'6072': 1.0},0.0,1.0,1,True,False,False,fixed_seed_grid_no_outer_afm_selection,1.1775194145804109,1.175191951752197e-06,0.9109243499899016,0.1516534965690225,112.01970849975544,0.3966682851314544,0.3966682851314544,0.1999999999999999,0.3,False,0.999999999999988,0.5672836349673368,0.0007360927494538,0.000698165494564,3.7927254889929426e-05,0.3290096615974716,50.980392156862735,0.6842105263157894,0.0087719298245614,0.8960231677979686,1.0680626751029971,0.2627003446753534,0.0368114068614774,0.3188398576449147,True,visual_trial_0022_strict_A3_s0_q50,outputs/rheed_video_afm_story/variants/afm_second_order_y2_v1/phase7a_reconstruction_first/generated_maps/strict/A3/6101__A3__seed0__q50.npy
