row_id,parent_row_id,sample_id,group_id,split,network_input_path,descriptor_height_path,source_path,source_kind,source_priority,scan_size_um,afm_file_id,metadata_path,metadata_source,height_shape,patch_id,is_patch,metrics_scope,prototype_id
afmv2_b6afd6753b6f,afmv2_b6afd6753b6f,6029,6029,train,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_b6afd6753b6f.npy,data/plane_corrected_afm/6029/N6029_1um_008/N6029_1um_008_plane_corrected.npy,data/plane_corrected_afm/6029/N6029_1um_008/N6029_1um_008_plane_corrected.npy,physical_height,11,1,N6029_1um_008,data/plane_corrected_afm/6029/N6029_1um_008/N6029_1um_008_plane_corrected_metadata.json,metadata:data/plane_corrected_afm/6029/N6029_1um_008/N6029_1um_008_plane_corrected_metadata.json,256x256,full,false,full_image,0
afmv2_15df1c3d90e5,afmv2_15df1c3d90e5,6029,6029,train,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_15df1c3d90e5.npy,data/plane_corrected_afm/6029/N6029_500_nm_010/N6029_500_nm_010_plane_corrected.npy,data/plane_corrected_afm/6029/N6029_500_nm_010/N6029_500_nm_010_plane_corrected.npy,physical_height,12,1,N6029_500_nm_010,,metadata_or_path,256x256,full,false,full_image,0
afmv2_88163a0e3cbc,afmv2_88163a0e3cbc,6033,6033,train,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_88163a0e3cbc.npy,data/plane_corrected_afm/6033/N6033_1um_015/N6033_1um_015_plane_corrected.npy,data/plane_corrected_afm/6033/N6033_1um_015/N6033_1um_015_plane_corrected.npy,physical_height,13,1,N6033_1um_015,data/plane_corrected_afm/6033/N6033_1um_015/N6033_1um_015_plane_corrected_metadata.json,metadata:data/plane_corrected_afm/6033/N6033_1um_015/N6033_1um_015_plane_corrected_metadata.json,256x256,full,false,full_image,0
afmv2_481758407ad2,afmv2_481758407ad2,6033,6033,train,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_481758407ad2.npy,data/plane_corrected_afm/6033/N6033_1um_016/N6033_1um_016_plane_corrected.npy,data/plane_corrected_afm/6033/N6033_1um_016/N6033_1um_016_plane_corrected.npy,physical_height,14,1,N6033_1um_016,data/plane_corrected_afm/6033/N6033_1um_016/N6033_1um_016_plane_corrected_metadata.json,metadata:data/plane_corrected_afm/6033/N6033_1um_016/N6033_1um_016_plane_corrected_metadata.json,256x256,full,false,full_image,0
afmv2_762c063b5e99,afmv2_762c063b5e99,6033,6033,train,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_762c063b5e99.npy,data/plane_corrected_afm/6033/N6033_1um_017/N6033_1um_017_plane_corrected.npy,data/plane_corrected_afm/6033/N6033_1um_017/N6033_1um_017_plane_corrected.npy,physical_height,15,1,N6033_1um_017,data/plane_corrected_afm/6033/N6033_1um_017/N6033_1um_017_plane_corrected_metadata.json,metadata:data/plane_corrected_afm/6033/N6033_1um_017/N6033_1um_017_plane_corrected_metadata.json,256x256,full,false,full_image,0
afmv2_afdd0d0c4561,afmv2_afdd0d0c4561,6033,6033,train,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_afdd0d0c4561.npy,data/plane_corrected_afm/6033/N6033_1um_018/N6033_1um_018_plane_corrected.npy,data/plane_corrected_afm/6033/N6033_1um_018/N6033_1um_018_plane_corrected.npy,physical_height,16,1,N6033_1um_018,,metadata_or_path,256x256,full,false,full_image,0
afmv2_6d44e9dcdae1,afmv2_6d44e9dcdae1,6041,6041,train,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_6d44e9dcdae1.npy,data/plane_corrected_afm/6041/N6041_1um_000/N6041_1um_000_plane_corrected.npy,data/plane_corrected_afm/6041/N6041_1um_000/N6041_1um_000_plane_corrected.npy,physical_height,17,1,N6041_1um_000,,metadata_or_path,512x512,full,false,full_image,0
afmv2_983cedb0c892,afmv2_983cedb0c892,6041,6041,train,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_983cedb0c892.npy,data/plane_corrected_afm/6041/N6041_1um_002/N6041_1um_002_plane_corrected.npy,data/plane_corrected_afm/6041/N6041_1um_002/N6041_1um_002_plane_corrected.npy,physical_height,18,1,N6041_1um_002,data/plane_corrected_afm/6041/N6041_1um_002/N6041_1um_002_plane_corrected_metadata.json,metadata:data/plane_corrected_afm/6041/N6041_1um_002/N6041_1um_002_plane_corrected_metadata.json,256x256,full,false,full_image,3
afmv2_f110a882b072,afmv2_f110a882b072,6041,6041,train,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_f110a882b072.npy,data/plane_corrected_afm/6041/N6041_1um_003/N6041_1um_003_plane_corrected.npy,data/plane_corrected_afm/6041/N6041_1um_003/N6041_1um_003_plane_corrected.npy,physical_height,19,1,N6041_1um_003,data/plane_corrected_afm/6041/N6041_1um_003/N6041_1um_003_plane_corrected_metadata.json,metadata:data/plane_corrected_afm/6041/N6041_1um_003/N6041_1um_003_plane_corrected_metadata.json,256x256,full,false,full_image,3
afmv2_7d3bf3dba450,afmv2_7d3bf3dba450,6043,6043,train,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_7d3bf3dba450.npy,data/plane_corrected_afm/6043/N6043_1um_2/N6043_1um_2_plane_corrected.npy,data/plane_corrected_afm/6043/N6043_1um_2/N6043_1um_2_plane_corrected.npy,physical_height,20,1.016,N6043_1um_2,data/plane_corrected_afm/6043/N6043_1um_2/N6043_1um_2_plane_corrected_metadata.json,metadata:data/plane_corrected_afm/6043/N6043_1um_2/N6043_1um_2_plane_corrected_metadata.json,104x104,full,false,full_image,1
afmv2_e610a1897a3b,afmv2_e610a1897a3b,6043,6043,train,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_e610a1897a3b.npy,data/plane_corrected_afm/6043/N6043_1um_3/N6043_1um_3_plane_corrected.npy,data/plane_corrected_afm/6043/N6043_1um_3/N6043_1um_3_plane_corrected.npy,physical_height,21,1.016,N6043_1um_3,data/plane_corrected_afm/6043/N6043_1um_3/N6043_1um_3_plane_corrected_metadata.json,metadata:data/plane_corrected_afm/6043/N6043_1um_3/N6043_1um_3_plane_corrected_metadata.json,104x104,full,false,full_image,4
afmv2_6e0ba5f31fa8,afmv2_6e0ba5f31fa8,6043,6043,train,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_6e0ba5f31fa8.npy,data/plane_corrected_afm/6043/N6043_1um_cs/N6043_1um_cs_plane_corrected.npy,data/plane_corrected_afm/6043/N6043_1um_cs/N6043_1um_cs_plane_corrected.npy,physical_height,22,1.016,N6043_1um_cs,,metadata_or_path,104x104,full,false,full_image,4
afmv2_714120e7bb41,afmv2_714120e7bb41,6047,6047,train,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_714120e7bb41.npy,data/plane_corrected_afm/6047/N6047_1um_006/N6047_1um_006_plane_corrected.npy,data/plane_corrected_afm/6047/N6047_1um_006/N6047_1um_006_plane_corrected.npy,physical_height,23,1,N6047_1um_006,data/plane_corrected_afm/6047/N6047_1um_006/N6047_1um_006_plane_corrected_metadata.json,metadata:data/plane_corrected_afm/6047/N6047_1um_006/N6047_1um_006_plane_corrected_metadata.json,256x256,full,false,full_image,2
afmv2_08db02d989d1,afmv2_08db02d989d1,6047,6047,train,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_08db02d989d1.npy,data/plane_corrected_afm/6047/N6047_1um_007/N6047_1um_007_plane_corrected.npy,data/plane_corrected_afm/6047/N6047_1um_007/N6047_1um_007_plane_corrected.npy,physical_height,24,1,N6047_1um_007,data/plane_corrected_afm/6047/N6047_1um_007/N6047_1um_007_plane_corrected_metadata.json,metadata:data/plane_corrected_afm/6047/N6047_1um_007/N6047_1um_007_plane_corrected_metadata.json,256x256,full,false,full_image,2
afmv2_d4290c8d7cff,afmv2_d4290c8d7cff,6047,6047,train,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_d4290c8d7cff.npy,data/plane_corrected_afm/6047/N6047_1um_008/N6047_1um_008_plane_corrected.npy,data/plane_corrected_afm/6047/N6047_1um_008/N6047_1um_008_plane_corrected.npy,physical_height,25,1,N6047_1um_008,data/plane_corrected_afm/6047/N6047_1um_008/N6047_1um_008_plane_corrected_metadata.json,metadata:data/plane_corrected_afm/6047/N6047_1um_008/N6047_1um_008_plane_corrected_metadata.json,256x256,full,false,full_image,2
afmv2_c6c24034d65d,afmv2_c6c24034d65d,6047,6047,train,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_c6c24034d65d.npy,data/plane_corrected_afm/6047/N6047_1um_011/N6047_1um_011_plane_corrected.npy,data/plane_corrected_afm/6047/N6047_1um_011/N6047_1um_011_plane_corrected.npy,physical_height,26,1,N6047_1um_011,data/plane_corrected_afm/6047/N6047_1um_011/N6047_1um_011_plane_corrected_metadata.json,metadata:data/plane_corrected_afm/6047/N6047_1um_011/N6047_1um_011_plane_corrected_metadata.json,256x256,full,false,full_image,3
afmv2_afb928f7556a,afmv2_afb928f7556a,6047,6047,train,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_afb928f7556a.npy,data/plane_corrected_afm/6047/N6047_1um_012/N6047_1um_012_plane_corrected.npy,data/plane_corrected_afm/6047/N6047_1um_012/N6047_1um_012_plane_corrected.npy,physical_height,27,1,N6047_1um_012,data/plane_corrected_afm/6047/N6047_1um_012/N6047_1um_012_plane_corrected_metadata.json,metadata:data/plane_corrected_afm/6047/N6047_1um_012/N6047_1um_012_plane_corrected_metadata.json,256x256,full,false,full_image,3
afmv2_63cdae8de7df,afmv2_63cdae8de7df,6047,6047,train,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_63cdae8de7df.npy,data/plane_corrected_afm/6047/N6047_1um_013/N6047_1um_013_plane_corrected.npy,data/plane_corrected_afm/6047/N6047_1um_013/N6047_1um_013_plane_corrected.npy,physical_height,28,1,N6047_1um_013,,metadata_or_path,256x256,full,false,full_image,3
afmv2_4736adbc1b93,afmv2_4736adbc1b93,6048,6048,test,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_4736adbc1b93.npy,data/plane_corrected_afm/6048/N6048_1um_026/N6048_1um_026_plane_corrected.npy,data/plane_corrected_afm/6048/N6048_1um_026/N6048_1um_026_plane_corrected.npy,physical_height,29,1,N6048_1um_026,data/plane_corrected_afm/6048/N6048_1um_026/N6048_1um_026_plane_corrected_metadata.json,metadata:data/plane_corrected_afm/6048/N6048_1um_026/N6048_1um_026_plane_corrected_metadata.json,256x256,full,false,full_image,0
afmv2_e66b501502c9,afmv2_e66b501502c9,6048,6048,test,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_e66b501502c9.npy,data/plane_corrected_afm/6048/N6048_1um_027/N6048_1um_027_plane_corrected.npy,data/plane_corrected_afm/6048/N6048_1um_027/N6048_1um_027_plane_corrected.npy,physical_height,30,1,N6048_1um_027,,metadata_or_path,256x256,full,false,full_image,3
afmv2_498985317862,afmv2_498985317862,6056,6056,val,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_498985317862.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_004/GdSb_N6056_ctr_004_plane_corrected.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_004/GdSb_N6056_ctr_004_plane_corrected.npy,physical_height,31,1,GdSb_N6056_ctr_004,data/plane_corrected_afm/6056/GdSb_N6056_ctr_004/GdSb_N6056_ctr_004_plane_corrected_metadata.json,metadata:data/plane_corrected_afm/6056/GdSb_N6056_ctr_004/GdSb_N6056_ctr_004_plane_corrected_metadata.json,256x256,full,false,full_image,0
afmv2_bafdac06938e,afmv2_bafdac06938e,6056,6056,val,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_bafdac06938e.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_005/GdSb_N6056_ctr_005_plane_corrected.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_005/GdSb_N6056_ctr_005_plane_corrected.npy,physical_height,32,1,GdSb_N6056_ctr_005,data/plane_corrected_afm/6056/GdSb_N6056_ctr_005/GdSb_N6056_ctr_005_plane_corrected_metadata.json,metadata:data/plane_corrected_afm/6056/GdSb_N6056_ctr_005/GdSb_N6056_ctr_005_plane_corrected_metadata.json,256x256,full,false,full_image,3
