row_id,parent_row_id,sample_id,group_id,split,network_input_path,descriptor_height_path,source_path,source_kind,prototype_id,height_mean,cond_height_mean,height_std,cond_height_std,rq,cond_rq,ra,cond_ra,peak_to_valley,cond_peak_to_valley,p01,cond_p01,p05,cond_p05,p50,cond_p50,p95,cond_p95,p99,cond_p99,robust_range,cond_robust_range,skewness,cond_skewness,kurtosis,cond_kurtosis,mean_abs_gradient,cond_mean_abs_gradient,gradient_std,cond_gradient_std,gradient_orientation_entropy,cond_gradient_orientation_entropy,gradient_anisotropy,cond_gradient_anisotropy,psd_low_power,cond_psd_low_power,psd_mid_power,cond_psd_mid_power,psd_high_power,cond_psd_high_power,psd_slope,cond_psd_slope,autocorrelation_length_px,cond_autocorrelation_length_px,island_coverage,cond_island_coverage,island_count,cond_island_count,island_mean_area_px,cond_island_mean_area_px,height_min,cond_height_min,height_max,cond_height_max,slope_p50,cond_slope_p50,slope_p95,cond_slope_p95,slope_p99,cond_slope_p99,psd_peak_frequency,cond_psd_peak_frequency,island_mean_height,cond_island_mean_height
afmv2_6d44e9dcdae1,afmv2_6d44e9dcdae1,6041,6041,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_6d44e9dcdae1.npy,data/plane_corrected_afm/6041/N6041_1um_000/N6041_1um_000_plane_corrected.npy,data/plane_corrected_afm/6041/N6041_1um_000/N6041_1um_000_plane_corrected.npy,physical_height,3,1.994105853e-10,1.531796357e-10,3.19045496,-0.332141169,3.19045496,-0.332141169,2.552598953,-0.3212081593,21.98829651,-0.4442185616,-7.499547005,0.3598772701,-5.390915871,0.3260779134,0.1046832204,-0.1453107047,5.326288223,-0.2487239106,6.922397614,-0.342132008,14.42194462,-0.3688537697,-0.1271190196,0.03786331843,2.833564281,-0.7152102226,0.2945548594,-0.7858894654,0.2039189637,-0.9709700428,0.9988418818,0.86783487,0.101929456,-0.7137459331,13.48286057,-0.131640199,9.326621056,0.3933193311,6.57723856,0.2533770354,-3.443988085,0.2048661633,20,0.3512729687,0.25,0.1474235576,104,-0.06035563278,630.1538696,0.787000874,-13.77069569,0.2333774504,8.217600822,-0.5558970938,0.2434916347,-0.6639478658,0.7055501342,-0.9335937287,0.9102125764,-1.085850844,0.008734640665,-0.4799160306,4.012521267,-0.3073580665
afmv2_983cedb0c892,afmv2_983cedb0c892,6041,6041,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_983cedb0c892.npy,data/plane_corrected_afm/6041/N6041_1um_002/N6041_1um_002_plane_corrected.npy,data/plane_corrected_afm/6041/N6041_1um_002/N6041_1um_002_plane_corrected.npy,physical_height,1,1.363545943e-10,9.012364468e-11,1.914262414,-0.7586636567,1.914262414,-0.7586636567,1.523608446,-0.7678545538,12.68920898,-1.043675492,-4.878366947,0.7882794825,-3.345576286,0.7459156392,0.08379831165,-0.1792525726,2.96752739,-0.6512559167,4.00788784,-0.7010734235,8.886255264,-0.7788714079,-0.2852005064,-0.2992144625,2.985693693,-0.5626386251,0.3913262486,-0.635206687,0.2610576749,-0.8509783892,0.9949867129,0.3870086408,0.188130334,0.08018982492,12.39151096,-1.143374346,8.002449989,-0.958389683,6.725241184,0.3940177489,-3.010810614,1.326041705,9,-0.398069865,0.25,0.1474235576,84,-0.2404049186,195.0476227,-0.255893213,-7.479329586,1.111156713,5.209879398,-0.8763083341,0.340459913,-0.4896573022,0.8981480598,-0.8041933443,1.179150224,-0.9353062,0.01953125,0.4461099431,2.375439167,-0.762625898
afmv2_f110a882b072,afmv2_f110a882b072,6041,6041,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_f110a882b072.npy,data/plane_corrected_afm/6041/N6041_1um_003/N6041_1um_003_plane_corrected.npy,data/plane_corrected_afm/6041/N6041_1um_003/N6041_1um_003_plane_corrected.npy,physical_height,1,6.145611797e-12,-4.008533783e-11,2.019250393,-0.723575116,2.019250393,-0.723575116,1.607376456,-0.7314939855,13.12586021,-1.015527182,-4.664451122,0.8232416029,-3.429481745,0.7286927402,0.04151047021,-0.2479781938,3.344522476,-0.5869201917,4.831331253,-0.5996608474,9.495781898,-0.7337249672,-0.02219772339,0.2615874142,2.920593977,-0.6279275626,0.4080506563,-0.6091651035,0.268714875,-0.8348982207,0.9973444939,0.6810769363,0.09192435443,-0.8058958982,12.32037926,-1.20931689,7.884859085,-1.078426051,6.953737259,0.6111480278,-2.958999395,1.460142566,10,-0.3299477892,0.25,0.1474235576,120,0.08368379586,136.5333405,-0.396144472,-7.043191433,1.172007253,6.082668781,-0.783330465,0.3533034325,-0.4665723893,0.9246865511,-0.7863629811,1.243336201,-0.8993764775,0.01746928133,0.2692547392,2.540191174,-0.7168088379
afmv2_7d3bf3dba450,afmv2_7d3bf3dba450,6043,6043,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_7d3bf3dba450.npy,data/plane_corrected_afm/6043/N6043_1um_2/N6043_1um_2_plane_corrected.npy,data/plane_corrected_afm/6043/N6043_1um_2/N6043_1um_2_plane_corrected.npy,physical_height,2,4.512697327e-09,4.466466377e-09,13.36919498,3.069744799,13.36919498,3.069744799,9.374848366,2.64007582,93.32313538,4.154314728,-39.00151825,-4.788763373,-24.959589,-3.690696262,0.5868223906,0.6382552765,24.77338409,3.070001076,34.38542557,3.040123977,73.38694763,3.998568192,-0.2178318948,-0.1555641049,4.566637993,1.022900911,3.012000799,3.445446962,1.744304657,2.263849621,0.9933542013,0.1833977441,0.1951357275,0.1447115853,14.47736454,0.7903133313,9.638712883,0.7119015341,6.499179363,0.1792006399,-3.913797617,-1.011122645,11,-0.2618257134,0.25,0.1474235576,34,-0.6905281331,79.52941132,-0.5327756077,-50.32172394,-4.866267697,43.00141144,3.149606951,2.82775569,3.981002489,6.211567402,2.765723119,7.956483364,2.858477275,0.01923076995,0.4203377472,15.64772511,2.928358714
afmv2_e610a1897a3b,afmv2_e610a1897a3b,6043,6043,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_e610a1897a3b.npy,data/plane_corrected_afm/6043/N6043_1um_3/N6043_1um_3_plane_corrected.npy,data/plane_corrected_afm/6043/N6043_1um_3/N6043_1um_3_plane_corrected.npy,physical_height,0,3.150850247e-09,3.104619297e-09,7.371982574,1.065387414,7.371982574,1.065387414,5.645898819,1.021477923,57.83517838,1.86661696,-19.74563789,-1.641607677,-12.94456863,-1.224426668,0.6297468543,0.7080155275,10.77891541,0.6817888102,17.58709717,0.9712972308,37.33273697,1.328103621,-0.2265484184,-0.1741503827,3.87638998,0.3306465956,2.588283062,2.785675862,1.654824257,2.075940217,0.9907553792,-0.1407337954,0.3284443021,1.372523258,14.18251801,0.5169762634,9.41973114,0.4883657665,6.306560516,-0.003837007293,-3.681309938,-0.4093842882,5,-0.6705581681,0.25,0.1474235576,48,-0.564493633,56.33333206,-0.5883736463,-29.64252472,-1.981079975,28.19265556,1.572036701,2.314204216,3.057946234,5.536737442,2.312326459,7.546396255,2.628920653,0.03466876224,1.744455477,8.666367531,0.9868632169
afmv2_6e0ba5f31fa8,afmv2_6e0ba5f31fa8,6043,6043,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_6e0ba5f31fa8.npy,data/plane_corrected_afm/6043/N6043_1um_cs/N6043_1um_cs_plane_corrected.npy,data/plane_corrected_afm/6043/N6043_1um_cs/N6043_1um_cs_plane_corrected.npy,physical_height,0,-2.81646706e-10,-3.278776556e-10,5.958148003,0.5928629189,5.958148003,0.5928629189,4.760743141,0.6372648622,41.43667221,0.8095026846,-14.64535713,-0.8080245145,-10.75748634,-0.7754940495,0.5003018975,0.4976433552,8.724580765,0.3312083553,12.39077282,0.3313350547,27.036129,0.5654540923,-0.375131458,-0.490974587,3.004047155,-0.5442318162,2.560856104,2.742969332,1.502893209,1.756884059,0.9939106107,0.2527945048,0.2514288723,0.6631882137,13.80622196,0.1681315305,9.32111454,0.3876982995,6.313216209,0.002487619847,-3.301445484,0.5738033509,4,-0.7386802439,0.25,0.1474235576,63,-0.4294566687,42.92063522,-0.6205221671,-24.89077759,-1.318110276,16.54589462,0.3313123813,2.414673805,3.238530046,5.135371208,2.042661327,6.329869747,1.947939201,0.04807692394,2.894474488,7.147407055,0.5644446699
afmv2_714120e7bb41,afmv2_714120e7bb41,6047,6047,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_714120e7bb41.npy,data/plane_corrected_afm/6047/N6047_1um_006/N6047_1um_006_plane_corrected.npy,data/plane_corrected_afm/6047/N6047_1um_006/N6047_1um_006_plane_corrected.npy,physical_height,3,-5.334688247e-10,-5.796997743e-10,5.579325199,0.466254716,5.579325199,0.466254716,4.270275593,0.4243711955,36.74156952,0.5068373059,-16.65109634,-1.135839886,-10.01222897,-0.6225183961,0.5408520699,0.5635449404,8.447403908,0.2839070118,12.23766136,0.312478352,28.88875771,0.7026746621,-0.5493190289,-0.8623954349,3.828799963,0.2829182516,1.045852661,0.383956716,0.9653766751,0.6280959501,0.9957237244,0.4789305435,0.02601230331,-1.412965518,14.59196186,0.8965506184,9.695075035,0.7694358141,7.342075825,0.9801699514,-3.588089466,-0.168105551,9,-0.398069865,0.25,0.1474235576,59,-0.4654665258,277.6949158,-0.05779821003,-20.83274078,-0.7519279077,15.90882778,0.263445931,0.7639484406,0.2715200174,3.035454273,0.6317943213,4.1175704,0.7095487415,0.00390625,-0.8940474517,6.498321056,0.3839357173
afmv2_08db02d989d1,afmv2_08db02d989d1,6047,6047,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_08db02d989d1.npy,data/plane_corrected_afm/6047/N6047_1um_007/N6047_1um_007_plane_corrected.npy,data/plane_corrected_afm/6047/N6047_1um_007/N6047_1um_007_plane_corrected.npy,physical_height,3,-6.617117965e-10,-7.079427461e-10,6.166564465,0.6625187934,6.166564465,0.6625187934,4.68787241,0.6056343961,37.01516724,0.5244745256,-18.20227814,-1.389362994,-11.44533157,-0.9166849692,0.4544439614,0.423115665,9.751447678,0.5064473167,12.2158165,0.3097880111,30.41809654,0.8159497855,-0.5646625161,-0.8951124135,3.690426588,0.1441426749,1.08916831,0.4514035346,1.026045322,0.7555004909,0.9940807223,0.2740112456,0.1388753802,-0.3734629683,14.70436954,1.000758003,9.657542229,0.7311224621,7.335577488,0.9739948531,-3.679738522,-0.4053170564,10,-0.3299477892,0.25,0.1474235576,77,-0.3034221686,212.7792206,-0.2133928382,-22.27082443,-0.952571136,14.7443428,0.1393938583,0.7530277967,0.2518912768,3.223415375,0.7580793722,4.372927666,0.8524914235,0.00390625,-0.8940474517,7.234746933,0.5887336392
afmv2_d4290c8d7cff,afmv2_d4290c8d7cff,6047,6047,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_d4290c8d7cff.npy,data/plane_corrected_afm/6047/N6047_1um_008/N6047_1um_008_plane_corrected.npy,data/plane_corrected_afm/6047/N6047_1um_008/N6047_1um_008_plane_corrected.npy,physical_height,3,-1.654003601e-10,-2.116313097e-10,4.693406582,0.1701675671,4.693406582,0.1701675671,3.528114557,0.1022267747,40.64571381,0.7585142953,-15.04395485,-0.8731708003,-9.182611465,-0.4522265144,0.6966547966,0.8167533996,6.341970921,-0.07539358037,9.026849747,-0.08295462109,24.0708046,0.345818338,-0.934904635,-1.684581151,4.473243713,0.9292351678,1.007195234,0.3237632171,0.91531533,0.5229668099,0.9981377721,0.7800165614,0.1941669732,0.1357890697,14.35461998,0.6765231567,9.34483242,0.4119094253,7.347157478,0.984998834,-3.389865637,0.3449490831,8,-0.4661919408,0.25,0.1474235576,121,0.09268626015,135.404953,-0.3988490727,-22.17053413,-0.938578508,18.47518158,0.5368384725,0.6901971102,0.1389595433,2.973632336,0.5902581397,4.041305065,0.6668572931,0.01991804503,0.4792853812,5.080757618,-0.01028460454
afmv2_c6c24034d65d,afmv2_c6c24034d65d,6047,6047,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_c6c24034d65d.npy,data/plane_corrected_afm/6047/N6047_1um_011/N6047_1um_011_plane_corrected.npy,data/plane_corrected_afm/6047/N6047_1um_011/N6047_1um_011_plane_corrected.npy,physical_height,1,-7.862266393e-11,-1.248536136e-10,1.89748168,-0.764272027,1.89748168,-0.764272027,1.478186607,-0.7875704798,16.08576393,-0.8247197723,-5.086338997,0.7542888049,-3.303014755,0.7546520547,0.08166342974,-0.1827221535,2.903610945,-0.6621635147,4.299520969,-0.6651568487,9.385859489,-0.7418667042,-0.352571249,-0.442869364,3.611000061,0.0644852836,0.4838179052,-0.4911878824,0.3882665038,-0.5838390468,0.9949168563,0.3782959523,0.1597202718,-0.1814753088,12.92252445,-0.6510990243,8.306417465,-0.6481007879,6.981056213,0.637108089,-2.927343607,1.542075948,7,-0.5343140166,0.25,0.1474235576,212,0.9119105105,77.28302002,-0.5381599207,-9.87128067,0.777428708,6.214484215,-0.7692882248,0.3640738428,-0.4472136783,1.265609741,-0.557307597,1.761725307,-0.6091950768,0.02501220442,0.9162118053,2.291572332,-0.785949024
afmv2_afb928f7556a,afmv2_afb928f7556a,6047,6047,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_afb928f7556a.npy,data/plane_corrected_afm/6047/N6047_1um_012/N6047_1um_012_plane_corrected.npy,data/plane_corrected_afm/6047/N6047_1um_012/N6047_1um_012_plane_corrected.npy,physical_height,1,-3.407505667e-10,-3.869815163e-10,1.864151239,-0.775411555,1.864151239,-0.775411555,1.446426988,-0.8013561457,16.08621788,-0.8246905089,-5.026741505,0.7640293404,-3.253161907,0.7648851262,0.09374364465,-0.1630895535,2.901227713,-0.6625702228,4.186626434,-0.6790605675,9.213367462,-0.7546428498,-0.3569643497,-0.45223679,3.693503857,0.1472288885,0.4774233997,-0.5011447701,0.3832486868,-0.5943764941,0.994900763,0.376288756,0.1635469347,-0.1462306038,12.89671612,-0.6750246009,8.31166935,-0.6427396828,7.072312355,0.7238249902,-2.883173227,1.656400337,7,-0.5343140166,0.25,0.1474235576,195,0.7588686176,84.02051544,-0.5220110049,-9.764400482,0.7923407654,6.321817875,-0.7578540172,0.3627563417,-0.4495817518,1.246809483,-0.5699388888,1.740286231,-0.6211961413,0.02816836908,1.186916279,2.248861551,-0.7978267695
