pair_id,row_id,sample_id,group_id,split,rheed_video_path,cached_tensor_path,network_input_path,descriptor_height_path,prototype_id,rheed_key_rule,condition_key_rule,source_frame_count,frames_used,image_size,final_fraction,normalization,height_mean,height_std,rq,ra,peak_to_valley,p01,p05,p50,p95,p99,robust_range,skewness,kurtosis,mean_abs_gradient,gradient_std,gradient_orientation_entropy,gradient_anisotropy,psd_low_power,psd_mid_power,psd_high_power,psd_slope,autocorrelation_length_px,island_coverage,island_count,island_mean_area_px,cond_height_mean,cond_height_std,cond_rq,cond_ra,cond_peak_to_valley,cond_p01,cond_p05,cond_p50,cond_p95,cond_p99,cond_robust_range,cond_skewness,cond_kurtosis,cond_mean_abs_gradient,cond_gradient_std,cond_gradient_orientation_entropy,cond_gradient_anisotropy,cond_psd_low_power,cond_psd_mid_power,cond_psd_high_power,cond_psd_slope,cond_autocorrelation_length_px,cond_island_coverage,cond_island_count,cond_island_mean_area_px
pair_00011,afm_00011_782d9af833,6057,6057,train,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6057 - Copy/videos/N6057 - Copy_raw_crop_256x256.mp4,reports/rheed_conditioned_latent_diffusion_mvp/20260703_043816/data_limit64/cached_rheed_tensors/rheed_d9e4e01d6401.npz,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00011_782d9af833.npy,data/plane_corrected_afm/6057/GdSb_N6057_edge_019/GdSb_N6057_edge_019_plane_corrected.npy,0,manifest_column:sample_id,condition_column:sample_id,392,8,224,0.25,percentile_1_99_to_0_1,9.858336369e-11,5.337333427,5.337333427,4.143625317,38.94068336,-13.48801832,-8.821171045,0.1080389582,9.112355947,12.44990864,25.93792696,-0.05774660033,3.45649402,0.8704611245,0.8002930402,0.9917927367,0.3170059801,14.34228218,9.590906075,7.161108517,-3.594267167,12,0.25,60,273.0666667,1.183883252e-10,0.5206372625,0.5206372625,0.4805223218,0.8247030375,-0.8404050254,-0.4591333233,-0.1577705754,0.6996395368,0.4447998147,0.6400283865,0.2440641034,-0.1698803302,0.2822264077,0.5151725829,0.1663978365,0.9944692108,0.7511317807,0.6905490439,1.004634811,-0.06270476378,-0.2604050824,0.1993377107,-0.4615010448,-0.2118931093
pair_00012,afm_00012_ea2686bd44,6058,6058,val,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6058 - Copy/videos/N6058 - Copy_raw_crop_256x256.mp4,reports/rheed_conditioned_latent_diffusion_mvp/20260703_043816/data_limit64/cached_rheed_tensors/rheed_e2208a0f73e4.npz,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00012_ea2686bd44.npy,data/plane_corrected_afm/6058/N58_edg_001/N58_edg_001_plane_corrected.npy,0,manifest_column:sample_id,condition_column:sample_id,366,8,224,0.25,percentile_1_99_to_0_1,-2.70886924e-10,7.461155751,7.461155751,5.683751837,51.05440331,-19.75071459,-13.41259875,0.2544091344,11.21999807,18.70288654,38.45360113,-0.16526859,3.593959052,0.5738551759,0.5797569823,0.9940349594,0.1581800715,15.35902125,11.07345798,6.144528384,-4.185360607,23,0.25,56,1170.285714,-2.510819625e-10,1.306712515,1.306712515,1.192622157,1.671068419,-2.008805071,-1.424472154,0.06144318524,1.205774921,1.316155062,1.680801311,0.0160333867,-0.07481934177,-0.2164038798,0.02622906256,0.3866280231,-0.2250356682,1.604771534,2.062257356,0.1049087964,-1.414934085,0.5352770296,0.1993377107,-0.4821406259,0.9503204095
pair_00013,afm_00013_d70a92b9a0,6062,6062,val,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6062 - Copy/videos/N6062 - Copy_raw_crop_256x256.mp4,reports/rheed_conditioned_latent_diffusion_mvp/20260703_043816/data_limit64/cached_rheed_tensors/rheed_831ce6350d99.npz,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00013_d70a92b9a0.npy,data/plane_corrected_afm/6062/N62_Edg_001/N62_Edg_001_plane_corrected.npy,1,manifest_column:sample_id,condition_column:sample_id,474,8,224,0.25,percentile_1_99_to_0_1,-1.249707282e-11,2.571070219,2.571070219,1.920552583,24.77793121,-8.210761309,-4.741896963,0.2635788471,3.571227717,4.772968683,12.98372999,-0.9938687362,5.210069693,0.3661493342,0.3454746845,0.9963379502,0.04239833627,13.79552217,9.039554169,5.844088528,-3.730400188,12,0.25,192,341.3333333,7.30788867e-12,-0.5032200648,-0.5032200648,-0.5473476012,-0.164824802,0.1441465264,0.3985261947,0.07517635997,-0.6310233093,-0.6249851776,-0.437211024,-1.741247015,1.042767238,-0.5655823911,-0.4931908116,0.6128268273,-1.114036665,0.2920798041,0.1804191863,-0.1609960205,-0.3741327887,-0.2604050824,0.1993377107,0.2196051298,-0.1234638198
pair_00014,afm_00014_d331d48bc9,6063,6063,test,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6063/videos/N6063_raw_crop_256x256.mp4,reports/rheed_conditioned_latent_diffusion_mvp/20260703_043816/data_limit64/cached_rheed_tensors/rheed_d61d5e8f4d2a.npz,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00014_d331d48bc9.npy,data/plane_corrected_afm/6063/N63_Ctr_004/N63_Ctr_004_plane_corrected.npy,0,manifest_column:sample_id,condition_column:sample_id,813,8,224,0.25,percentile_1_99_to_0_1,-3.082893593e-10,5.709474572,5.709474572,4.306452862,29.1259861,-16.1935894,-12.41240211,0.6749352813,8.384782982,10.82774814,27.02133754,-0.803473983,3.816560772,0.5278919927,0.5681091974,0.9928772094,0.2305995864,14.87893723,10.33701043,6.195608268,-4.038947749,17,0.25,85,771.0117647,-2.884843978e-10,0.6583752179,0.6583752179,0.5558079989,0.1389665315,-1.345169944,-1.214182737,0.6912512548,0.524918023,0.2187510286,0.7301221667,-1.33746122,0.07911609347,-0.2936735211,0.0004051269778,0.2729142967,0.331019402,1.201699776,1.380870605,0.1501171365,-1.07998914,0.1012686048,0.1993377107,-0.3325036633,0.4331205317
pair_00015,afm_00015_b1b264d3a1,6065,6065,test,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6065/videos/N6065_raw_crop_256x256.mp4,reports/rheed_conditioned_latent_diffusion_mvp/20260703_043816/data_limit64/cached_rheed_tensors/rheed_54c9685ba585.npz,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00015_b1b264d3a1.npy,data/plane_corrected_afm/6065/N65_Edg_001/N65_Edg_001_plane_corrected.npy,0,manifest_column:sample_id,condition_column:sample_id,438,8,224,0.25,percentile_1_99_to_0_1,1.678714945e-10,5.606737367,5.606737367,4.452380947,43.28011322,-10.18214417,-7.96492219,-0.6691589057,10.55737185,15.26157532,25.44371948,0.6096434672,3.195416101,1.343295956,0.7534538489,0.9978704842,0.1742949969,14.93620973,10.05113262,6.227412073,-3.970103112,28,0.25,134,122.2686567,1.87676456e-10,0.6203498268,0.6203498268,0.6232799656,1.127891755,-0.2236445535,-0.2791086509,-1.321754052,1.04664991,0.8366068151,0.5989312984,1.659453047,-0.3504231539,1.077118651,0.411326893,0.7633516831,-0.1013012578,1.249784957,1.116366565,0.1782651495,-0.9224950277,0.8969507168,0.1993377107,-0.07966879544,-0.4072294503
pair_00016,afm_00016_2c24d35aaa,6066,6066,train,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6066/videos/N6066_raw_crop_256x256.mp4,reports/rheed_conditioned_latent_diffusion_mvp/20260703_043816/data_limit64/cached_rheed_tensors/rheed_445619190182.npz,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00016_2c24d35aaa.npy,data/plane_corrected_afm/6066/N66_Edg_001/N66_Edg_001_plane_corrected.npy,0,manifest_column:sample_id,condition_column:sample_id,705,8,224,0.25,percentile_1_99_to_0_1,1.458061449e-10,5.014744251,5.014744251,3.921335537,33.0625658,-14.84929404,-9.161294937,0.6906064749,7.032018971,10.00906762,24.85836166,-0.678528984,3.630463535,0.580398866,0.5249432501,0.997406798,0.1218823178,14.70139329,10.0353455,6.469044166,-3.881311381,14,0.25,122,537.1803279,1.656111064e-10,0.4012396251,0.4012396251,0.3777434178,0.4140087806,-1.094371455,-0.5306437165,0.714721482,0.2000612909,0.1046675346,0.5502543704,-1.072480096,-0.04957545112,-0.2054031494,-0.09529672982,0.7178086163,-0.5037388604,1.052636393,1.101759775,0.3921220535,-0.7193684592,-0.1157356075,0.1993377107,-0.1415875386,0.1302267649
pair_00017,afm_00017_eb55d4cc32,6067,6067,train,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6067/videos/N6067_raw_crop_256x256.mp4,reports/rheed_conditioned_latent_diffusion_mvp/20260703_043816/data_limit64/cached_rheed_tensors/rheed_985ef1fbdd96.npz,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00017_eb55d4cc32.npy,data/plane_corrected_afm/6067/N6059_1um_004/N6059_1um_004_plane_corrected.npy,2,manifest_column:sample_id,condition_column:sample_id,769,8,224,0.25,percentile_1_99_to_0_1,1.645059089e-11,1.300249401,1.300249401,1.017028216,12.90818644,-3.382934363,-2.191040921,0.0557826627,2.06086458,2.827849715,6.210784078,-0.3170944037,3.712045511,0.2683807283,0.211225231,0.9759722092,0.007778610649,13.15717537,9.257431765,8.221828616,-2.649980441,12,0.25,949,69.05795574,3.625555238e-11,-0.9735799361,-0.9735799361,-0.9651051974,-0.9941440454,1.04485015,0.9348387639,-0.2360330969,-0.9937263595,-0.8960383696,-1.000432679,-0.3059560893,0.006840811003,-0.7299431812,-0.7908310298,-1.387487834,-1.379855539,-0.243867147,0.3820070757,1.943426979,2.09751579,-0.2604050824,0.1993377107,4.125645843,-0.4761559808
pair_00018,afm_00018_296832d830,6068,6068,val,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6068/videos/N6068_raw_crop_256x256.mp4,reports/rheed_conditioned_latent_diffusion_mvp/20260703_043816/data_limit64/cached_rheed_tensors/rheed_7f625e00f4ef.npz,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00018_296832d830.npy,data/plane_corrected_afm/6068/N68_Ctr_005/N68_Ctr_005_plane_corrected.npy,0,manifest_column:sample_id,condition_column:sample_id,689,8,224,0.25,percentile_1_99_to_0_1,-7.751812525e-10,10.20500678,10.20500678,8.869547062,54.22130394,-18.04263659,-14.62898755,-0.4135536999,16.55195951,21.00047464,39.04311123,0.1591320764,1.967801999,2.516185951,1.662748953,0.9953743507,0.05659873247,15.57760016,10.99765747,7.585945363,-3.598114358,7,0.25,109,150.3119266,-7.55376291e-10,2.322274582,2.322274582,2.665620787,1.892334477,-1.690137467,-1.680215556,-0.9389426084,2.486207838,1.636324984,1.729823532,0.7040165302,-1.199353302,3.048887856,2.427296315,0.5181824828,-1.005002486,1.788287297,1.992124102,1.3806374,-0.07150588409,-0.6220787697,0.1993377107,-0.208666177,-0.3709035748
pair_00019,afm_00019_da090957f7,6070,6070,train,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6070/videos/N6070_raw_crop_256x256.mp4,reports/rheed_conditioned_latent_diffusion_mvp/20260703_043816/data_limit64/cached_rheed_tensors/rheed_4678059f3464.npz,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00019_da090957f7.npy,data/plane_corrected_afm/6070/N69_Edg_002/N69_Edg_002_plane_corrected.npy,1,manifest_column:sample_id,condition_column:sample_id,767,8,224,0.25,percentile_1_99_to_0_1,1.47687973e-10,3.156004827,3.156004827,2.434547175,30.15153313,-8.349800444,-5.361722469,0.05055741966,4.879202724,7.37910006,15.7289005,-0.2322057582,3.849866037,0.8210107611,0.7201066626,0.9859685627,0.3806972647,14.29697799,9.84812956,7.268094427,-3.326232592,10,0.25,172,95.25581395,1.674929345e-10,-0.2867223785,-0.2867223785,-0.3096947464,0.2106197897,0.1182066876,0.268209076,-0.2438587701,-0.3169223405,-0.2618196129,-0.2089293429,-0.125925765,0.1021476337,0.1990943969,0.3373939007,-0.4056501258,1.483506755,0.7130950231,0.928541111,1.099322876,0.5504710675,-0.4050745573,0.1993377107,0.1164072245,-0.442220561
pair_00020,afm_00020_a424770817,6072,6072,train,data/rheed_roi_shadow_right_v2_main_raw_crop_videos_256/N6072/videos/N6072_raw_crop_256x256.mp4,reports/rheed_conditioned_latent_diffusion_mvp/20260703_043816/data_limit64/cached_rheed_tensors/rheed_ab7bd6368041.npz,reports/conditional_latent_diffusion_mvp/20260703_041331/data_limit64/standardized_tensors/afm_00020_a424770817.npy,data/plane_corrected_afm/6072/N6072_1um_002/N6072_1um_002_plane_corrected.npy,2,manifest_column:sample_id,condition_column:sample_id,519,8,224,0.25,percentile_1_99_to_0_1,7.039973964e-12,1.275434215,1.275434215,0.9624568411,11.79436779,-3.92060343,-2.245340049,0.1005590558,1.87547785,2.76107434,6.681677771,-0.6961332927,4.665003714,0.3471964188,0.3268358818,0.9917374272,0.1160569022,12.36711054,7.961824305,6.703601908,-2.761524453,7,0.25,213,76.92018779,2.684493545e-11,-0.9827646044,-0.9827646044,-0.9903370642,-1.071964694,0.9445399104,0.9234224768,-0.1689729773,-1.038245675,-0.9053435478,-0.9612743089,-1.109815,0.665838575,-0.5974445223,-0.5345143117,0.1609653603,-0.5484678521,-0.9071944118,-0.8167337682,0.5997177909,1.842339412,-0.6220787697,0.1993377107,0.3279629303,-0.4659716312
