row_id,parent_row_id,sample_id,group_id,split,network_input_path,descriptor_height_path,source_path,source_kind,prototype_id,rq,cond_rq,ra,cond_ra,robust_range,cond_robust_range,mean_abs_gradient,cond_mean_abs_gradient,gradient_std,cond_gradient_std,gradient_anisotropy,cond_gradient_anisotropy,psd_low_power,cond_psd_low_power,psd_mid_power,cond_psd_mid_power,psd_high_power,cond_psd_high_power,psd_slope,cond_psd_slope,autocorrelation_length_px,cond_autocorrelation_length_px,island_count,cond_island_count,island_mean_area_px,cond_island_mean_area_px
afmv2_6d44e9dcdae1,afmv2_6d44e9dcdae1,6041,6041,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_6d44e9dcdae1.npy,data/plane_corrected_afm/6041/N6041_1um_000/N6041_1um_000_plane_corrected.npy,data/plane_corrected_afm/6041/N6041_1um_000/N6041_1um_000_plane_corrected.npy,physical_height,3,3.19045496,-0.3321412028,2.552598953,-0.321208171,14.42194462,-0.3688538348,0.2945548594,-0.7858892281,0.2039189637,-0.9709703627,0.101929456,-0.7137460991,13.48286057,-0.1316423998,9.326621056,0.3933202668,6.57723856,0.2533767208,-3.443988085,0.2048654635,20,0.3512729915,104,-0.06035565131,630.1538696,0.7870007955
afmv2_983cedb0c892,afmv2_983cedb0c892,6041,6041,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_983cedb0c892.npy,data/plane_corrected_afm/6041/N6041_1um_002/N6041_1um_002_plane_corrected.npy,data/plane_corrected_afm/6041/N6041_1um_002/N6041_1um_002_plane_corrected.npy,physical_height,1,1.914262414,-0.7586637143,1.523608446,-0.7678545719,8.886255264,-0.7788714732,0.3913262486,-0.6352064635,0.2610576749,-0.8509787024,0.188130334,0.08018956372,12.39151096,-1.143376561,8.002449989,-0.9583887197,6.725241184,0.3940174259,-3.010810614,1.326040935,9,-0.3980698993,84,-0.2404049354,195.0476227,-0.2558933204
afmv2_f110a882b072,afmv2_f110a882b072,6041,6041,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_f110a882b072.npy,data/plane_corrected_afm/6041/N6041_1um_003/N6041_1um_003_plane_corrected.npy,data/plane_corrected_afm/6041/N6041_1um_003/N6041_1um_003_plane_corrected.npy,physical_height,1,2.019250393,-0.7235751717,1.607376456,-0.731494003,9.495781898,-0.7337250325,0.4080506563,-0.6091648823,0.268714875,-0.834898533,0.09192435443,-0.8058960532,12.32037926,-1.209319106,7.884859085,-1.078425085,6.953737259,0.6111476919,-2.958999395,1.460141787,10,-0.3299478183,120,0.08368377594,136.5333405,-0.3961445832
afmv2_7d3bf3dba450,afmv2_7d3bf3dba450,6043,6043,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_7d3bf3dba450.npy,data/plane_corrected_afm/6043/N6043_1um_2/N6043_1um_2_plane_corrected.npy,data/plane_corrected_afm/6043/N6043_1um_2/N6043_1um_2_plane_corrected.npy,physical_height,2,13.36919498,3.069744955,9.374848366,2.64007585,73.38694763,3.998568129,3.012000799,3.445446814,1.744304657,2.263849482,0.1951357275,0.1447113164,14.47736454,0.7903111436,9.638712883,0.7119024634,6.499179363,0.1792003298,-3.913797617,-1.011123268,11,-0.2618257373,34,-0.6905281455,79.52941132,-0.5327757227
afmv2_e610a1897a3b,afmv2_e610a1897a3b,6043,6043,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_e610a1897a3b.npy,data/plane_corrected_afm/6043/N6043_1um_3/N6043_1um_3_plane_corrected.npy,data/plane_corrected_afm/6043/N6043_1um_3/N6043_1um_3_plane_corrected.npy,physical_height,0,7.371982574,1.065387458,5.645898819,1.02147793,37.33273697,1.328103557,2.588283062,2.785675774,1.654824257,2.075940068,0.3284443021,1.372522842,14.18251801,0.5169740718,9.41973114,0.4883667004,6.306560516,-0.003837306499,-3.681309938,-0.4093849493,5,-0.6705582232,48,-0.5644936467,56.33333206,-0.5883737628
afmv2_6e0ba5f31fa8,afmv2_6e0ba5f31fa8,6043,6043,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_6e0ba5f31fa8.npy,data/plane_corrected_afm/6043/N6043_1um_cs/N6043_1um_cs_plane_corrected.npy,data/plane_corrected_afm/6043/N6043_1um_cs/N6043_1um_cs_plane_corrected.npy,physical_height,0,5.958148003,0.5928629364,4.760743141,0.6372648639,27.036129,0.5654540276,2.560856104,2.742969248,1.502893209,1.756883891,0.2514288723,0.6631878826,13.80622196,0.168129334,9.32111454,0.3876992354,6.313216209,0.002487320264,-3.301445484,0.5738026279,4,-0.7386803041,63,-0.4294566836,42.92063522,-0.6205222845
afmv2_714120e7bb41,afmv2_714120e7bb41,6047,6047,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_714120e7bb41.npy,data/plane_corrected_afm/6047/N6047_1um_006/N6047_1um_006_plane_corrected.npy,data/plane_corrected_afm/6047/N6047_1um_006/N6047_1um_006_plane_corrected.npy,physical_height,3,5.579325199,0.4662547265,4.270275593,0.4243711943,28.88875771,0.7026745975,1.045852661,0.3839568468,0.9653766751,0.6280957196,0.02601230331,-1.412965601,14.59196186,0.8965484322,9.695075035,0.7694367422,7.342075825,0.9801695935,-3.588089466,-0.1681062272,9,-0.3980698993,59,-0.4654665405,277.6949158,-0.0577983119
afmv2_08db02d989d1,afmv2_08db02d989d1,6047,6047,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_08db02d989d1.npy,data/plane_corrected_afm/6047/N6047_1um_007/N6047_1um_007_plane_corrected.npy,data/plane_corrected_afm/6047/N6047_1um_007/N6047_1um_007_plane_corrected.npy,physical_height,3,6.166564465,0.6625188148,4.68787241,0.6056343975,30.41809654,0.815949721,1.08916831,0.4514036593,1.026045322,0.7555002676,0.1388753802,-0.3734631751,14.70436954,1.000755818,9.657542229,0.731123391,7.335577488,0.9739944955,-3.679738522,-0.4053177177,10,-0.3299478183,77,-0.3034221848,212.7792206,-0.2133929443
afmv2_d4290c8d7cff,afmv2_d4290c8d7cff,6047,6047,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_d4290c8d7cff.npy,data/plane_corrected_afm/6047/N6047_1um_008/N6047_1um_008_plane_corrected.npy,data/plane_corrected_afm/6047/N6047_1um_008/N6047_1um_008_plane_corrected.npy,physical_height,3,4.693406582,0.1701675611,3.528114557,0.1022267689,24.0708046,0.3458182732,1.007195234,0.3237633534,0.91531533,0.5229665735,0.1941669732,0.1357888019,14.35461998,0.6765209674,9.34483242,0.4119103607,7.347157478,0.9849984758,-3.389865637,0.3449483745,8,-0.4661919802,121,0.09268624014,135.404953,-0.398849184
afmv2_c6c24034d65d,afmv2_c6c24034d65d,6047,6047,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_c6c24034d65d.npy,data/plane_corrected_afm/6047/N6047_1um_011/N6047_1um_011_plane_corrected.npy,data/plane_corrected_afm/6047/N6047_1um_011/N6047_1um_011_plane_corrected.npy,physical_height,1,1.89748168,-0.7642720849,1.478186607,-0.7875704981,9.385859489,-0.7418667695,0.4838179052,-0.491187672,0.3882665038,-0.583839345,0.1597202718,-0.1814755386,12.92252445,-0.6511012324,8.306417465,-0.6480998309,6.981056213,0.6371077515,-2.927343607,1.542075163,7,-0.5343140612,212,0.9119104826,77.28302002,-0.5381600358
afmv2_afb928f7556a,afmv2_afb928f7556a,6047,6047,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_afb928f7556a.npy,data/plane_corrected_afm/6047/N6047_1um_012/N6047_1um_012_plane_corrected.npy,data/plane_corrected_afm/6047/N6047_1um_012/N6047_1um_012_plane_corrected.npy,physical_height,1,1.864151239,-0.7754116135,1.446426988,-0.8013561641,9.213367462,-0.7546429151,0.4774233997,-0.5011445588,0.3832486868,-0.5943767929,0.1635469347,-0.1462308379,12.89671612,-0.6750268094,8.31166935,-0.6427387259,7.072312355,0.7238246476,-2.883173227,1.656399545,7,-0.5343140612,195,0.7588685912,84.02051544,-0.5220111196
afmv2_63cdae8de7df,afmv2_63cdae8de7df,6047,6047,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_63cdae8de7df.npy,data/plane_corrected_afm/6047/N6047_1um_013/N6047_1um_013_plane_corrected.npy,data/plane_corrected_afm/6047/N6047_1um_013/N6047_1um_013_plane_corrected.npy,physical_height,1,2.003665447,-0.7287838922,1.573025465,-0.746404487,9.466978073,-0.7358584753,0.4598123729,-0.5285666949,0.3851244748,-0.5904376261,0.1954872608,0.1479490424,12.89630985,-0.6754034414,7.811069012,-1.153749722,5.139405727,-1.1129357,-3.57691431,-0.1391820296,8,-0.4661919802,96,-0.1323753649,170.6666718,-0.3143313465
afmv2_498985317862,afmv2_498985317862,6056,6056,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_498985317862.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_004/GdSb_N6056_ctr_004_plane_corrected.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_004/GdSb_N6056_ctr_004_plane_corrected.npy,physical_height,3,3.627898932,-0.1859409276,2.811531782,-0.2088150873,19.24557304,-0.01157715153,0.6726678014,-0.1971294312,0.64605546,-0.04248088207,0.1805152744,0.01005260535,13.95891762,0.3096856365,9.307607651,0.3739114525,7.087554932,0.7383090312,-3.418805122,0.2700454931,11,-0.2618257373,64,-0.4204542194,256,-0.1097982549
afmv2_bafdac06938e,afmv2_bafdac06938e,6056,6056,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_bafdac06938e.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_005/GdSb_N6056_ctr_005_plane_corrected.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_005/GdSb_N6056_ctr_005_plane_corrected.npy,physical_height,3,3.185753822,-0.333712393,2.510130405,-0.3396421837,15.5101347,-0.2882537329,0.6334526539,-0.2581913514,0.5812443495,-0.1785846302,0.155012548,-0.2248350717,13.78655529,0.1498973745,9.220840454,0.2853398149,7.519992828,1.149236682,-3.186477423,0.871369742,11,-0.2618257373,110,-0.006340866091,148.9454498,-0.3663943421
afmv2_6c493c6f0f3c,afmv2_6c493c6f0f3c,6056,6056,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_6c493c6f0f3c.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_006/GdSb_N6056_ctr_006_plane_corrected.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_006/GdSb_N6056_ctr_006_plane_corrected.npy,physical_height,3,3.225375891,-0.3204701088,2.514948368,-0.3375508857,16.25484848,-0.2330942458,0.6240962744,-0.2727601732,0.5679242015,-0.2065570265,0.1139720753,-0.6028300023,13.76834011,0.1330110168,9.191180229,0.2550627656,7.034805775,0.6881837129,-3.354628325,0.4361516631,10,-0.3299478183,85,-0.2314024712,192.7529449,-0.26139337
afmv2_0a08d266b564,afmv2_0a08d266b564,6056,6056,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_0a08d266b564.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_009/GdSb_N6056_ctr_009_plane_corrected.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_009/GdSb_N6056_ctr_009_plane_corrected.npy,physical_height,3,3.240994453,-0.3152501533,2.584004164,-0.3075763402,14.95960903,-0.329030088,0.6189185381,-0.2808224283,0.5559512973,-0.2317002022,0.1329345554,-0.4281799342,13.69348335,0.06361515999,9.050339699,0.1112932672,7.107233524,0.7570087743,-3.32676053,0.5082807332,11,-0.2618257373,69,-0.3754418984,237.4492798,-0.1542619625
afmv2_ee1bfb71f52a,afmv2_ee1bfb71f52a,6056,6056,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_ee1bfb71f52a.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_010/GdSb_N6056_ctr_010_plane_corrected.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_010/GdSb_N6056_ctr_010_plane_corrected.npy,physical_height,3,3.475222826,-0.2369675507,2.698955297,-0.2576803407,17.18831444,-0.1639542555,0.6431409717,-0.2431056683,0.5984994769,-0.1423487519,0.1639989465,-0.1420676751,13.81761456,0.1786908282,9.096405029,0.1583165877,7.064806461,0.7166921104,-3.397452593,0.3253113677,12,-0.1937036563,68,-0.3844443626,240.9411774,-0.1458923298
afmv2_71f4f6b36cd3,afmv2_71f4f6b36cd3,6056,6056,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_71f4f6b36cd3.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_011/GdSb_N6056_ctr_011_plane_corrected.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_011/GdSb_N6056_ctr_011_plane_corrected.npy,physical_height,3,4.172379971,-0.003967274042,3.283229589,-0.004068662208,20.41330719,0.0749146235,0.6532241106,-0.2274052091,0.601175487,-0.1367291135,0.1782658547,-0.0106652175,13.96000481,0.3106935145,9.345849991,0.4129490934,7.092103004,0.7426308738,-3.440675974,0.2134380645,34,1.304982125,51,-0.5374862541,321.2549133,0.04660944001
afmv2_4479368d74aa,afmv2_4479368d74aa,6056,6056,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_4479368d74aa.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_012/GdSb_N6056_ctr_012_plane_corrected.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_012/GdSb_N6056_ctr_012_plane_corrected.npy,physical_height,3,2.949743986,-0.412590387,2.29621768,-0.4324937194,14.54292297,-0.3598932061,0.5885716081,-0.3280756438,0.535107553,-0.275472199,0.1349137574,-0.4099508965,13.65201092,0.02516820056,9.00313282,0.0631046576,6.956397533,0.613675639,-3.344528198,0.4622934073,10,-0.3299478183,77,-0.3034221848,212.7792206,-0.2133929443
afmv2_fa32d09011e3,afmv2_fa32d09011e3,6056,6056,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_fa32d09011e3.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_013/GdSb_N6056_ctr_013_plane_corrected.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_013/GdSb_N6056_ctr_013_plane_corrected.npy,physical_height,1,2.860850573,-0.4422998865,2.275136471,-0.4416442859,13.65810966,-0.4254295901,0.6358424425,-0.2544702107,0.5576633215,-0.2281049404,0.2586249113,0.7294655369,13.64849567,0.02190939286,8.9708395,0.03013975455,6.943805695,0.6017101419,-3.293658972,0.5939561373,8,-0.4661919802,99,-0.1053679723,165.4949493,-0.326727305
afmv2_f44672cf1c94,afmv2_f44672cf1c94,6056,6056,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_f44672cf1c94.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_Copy_004/GdSb_N6056_ctr_Copy_004_plane_corrected.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_Copy_004/GdSb_N6056_ctr_Copy_004_plane_corrected.npy,physical_height,3,3.627898932,-0.1859409276,2.811531782,-0.2088150873,19.24557304,-0.01157715153,0.6726678014,-0.1971294312,0.64605546,-0.04248088207,0.1805152744,0.01005260535,13.95891762,0.3096856365,9.307607651,0.3739114525,7.087554932,0.7383090312,-3.418805122,0.2700454931,11,-0.2618257373,64,-0.4204542194,256,-0.1097982549
afmv2_12356da5aa0b,afmv2_12356da5aa0b,6056,6056,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_12356da5aa0b.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_Copy_005/GdSb_N6056_ctr_Copy_005_plane_corrected.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_Copy_005/GdSb_N6056_ctr_Copy_005_plane_corrected.npy,physical_height,3,3.185753822,-0.333712393,2.510130405,-0.3396421837,15.5101347,-0.2882537329,0.6334526539,-0.2581913514,0.5812443495,-0.1785846302,0.155012548,-0.2248350717,13.78655529,0.1498973745,9.220840454,0.2853398149,7.519992828,1.149236682,-3.186477423,0.871369742,11,-0.2618257373,110,-0.006340866091,148.9454498,-0.3663943421
afmv2_c9a5653ee638,afmv2_c9a5653ee638,6056,6056,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_c9a5653ee638.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_Copy_006/GdSb_N6056_ctr_Copy_006_plane_corrected.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_Copy_006/GdSb_N6056_ctr_Copy_006_plane_corrected.npy,physical_height,3,3.225375891,-0.3204701088,2.514948368,-0.3375508857,16.25484848,-0.2330942458,0.6240962744,-0.2727601732,0.5679242015,-0.2065570265,0.1139720753,-0.6028300023,13.76834011,0.1330110168,9.191180229,0.2550627656,7.034805775,0.6881837129,-3.354628325,0.4361516631,10,-0.3299478183,85,-0.2314024712,192.7529449,-0.26139337
afmv2_4c62886c14c0,afmv2_4c62886c14c0,6056,6056,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_4c62886c14c0.npy,data/plane_corrected_afm/6056/GdSb_N6056_edge_003/GdSb_N6056_edge_003_plane_corrected.npy,data/plane_corrected_afm/6056/GdSb_N6056_edge_003/GdSb_N6056_edge_003_plane_corrected.npy,physical_height,3,2.897679329,-0.429991169,2.277343035,-0.4406864988,14.20572758,-0.3848686063,0.6486108899,-0.2345884567,0.6440094709,-0.04677747232,0.1817333549,0.02127148817,13.79896545,0.1614021963,9.173136711,0.2366440083,7.138881207,0.7870822442,-3.239974976,0.7329042211,8,-0.4661919802,106,-0.0423507229,154.56604,-0.3529225051
afmv2_8c4ceae350da,afmv2_8c4ceae350da,6056,6056,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_8c4ceae350da.npy,data/plane_corrected_afm/6056/GdSb_N6056_edge_008/GdSb_N6056_edge_008_plane_corrected.npy,data/plane_corrected_afm/6056/GdSb_N6056_edge_008/GdSb_N6056_edge_008_plane_corrected.npy,physical_height,3,3.16406846,-0.3409599632,2.496086836,-0.3457379733,14.7929039,-0.3413776096,0.613982141,-0.288508894,0.5831043124,-0.1746786962,0.1969095021,0.1610483068,13.67255783,0.04421618534,8.919154167,-0.02262044451,6.907929897,0.5676188711,-3.405395985,0.3047518121,10,-0.3299478183,64,-0.4204542194,256,-0.1097982549
afmv2_9b066f132d87,afmv2_9b066f132d87,6056,6056,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_9b066f132d87.npy,data/plane_corrected_afm/6056/N56_Ctr_000/N56_Ctr_000_plane_corrected.npy,data/plane_corrected_afm/6056/N56_Ctr_000/N56_Ctr_000_plane_corrected.npy,physical_height,3,3.581557035,-0.2014290781,2.793123484,-0.2168054429,17.4347477,-0.1457014279,0.5868270397,-0.3307921119,0.554250896,-0.2352710558,0.1880744398,0.07967476155,13.71257782,0.08131666226,8.757276535,-0.1878645397,5.511210918,-0.7596247734,-3.880179882,-0.9241118639,32,1.168737963,49,-0.5554911825,334.3673401,0.07803825274
afmv2_1b02c4e6889c,afmv2_1b02c4e6889c,6056,6056,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_1b02c4e6889c.npy,data/plane_corrected_afm/6056/N56_Ctr_001/N56_Ctr_001_plane_corrected.npy,data/plane_corrected_afm/6056/N56_Ctr_001/N56_Ctr_001_plane_corrected.npy,physical_height,1,2.543479204,-0.5483701137,1.993931174,-0.5637050172,12.14748478,-0.5373186081,0.609716773,-0.2951505,0.522949636,-0.3010039028,0.04230970517,-1.262861694,13.46717739,-0.1461814703,8.691477776,-0.2550316725,5.475841045,-0.7932352848,-3.542175055,-0.0492678415,8,-0.4661919802,125,0.128696097,131.0720062,-0.4092347042
