row_id,parent_row_id,sample_id,group_id,split,network_input_path,descriptor_height_path,source_path,source_kind,prototype_id,height_mean,cond_height_mean,height_std,cond_height_std,rq,cond_rq,ra,cond_ra,peak_to_valley,cond_peak_to_valley,p01,cond_p01,p05,cond_p05,p50,cond_p50,p95,cond_p95,p99,cond_p99,robust_range,cond_robust_range,skewness,cond_skewness,kurtosis,cond_kurtosis,mean_abs_gradient,cond_mean_abs_gradient,gradient_std,cond_gradient_std,gradient_orientation_entropy,cond_gradient_orientation_entropy,gradient_anisotropy,cond_gradient_anisotropy,psd_low_power,cond_psd_low_power,psd_mid_power,cond_psd_mid_power,psd_high_power,cond_psd_high_power,psd_slope,cond_psd_slope,autocorrelation_length_px,cond_autocorrelation_length_px,island_coverage,cond_island_coverage,island_count,cond_island_count,island_mean_area_px,cond_island_mean_area_px,height_min,cond_height_min,height_max,cond_height_max,slope_p50,cond_slope_p50,slope_p95,cond_slope_p95,slope_p99,cond_slope_p99,psd_peak_frequency,cond_psd_peak_frequency,island_mean_height,cond_island_mean_height
afmv2_481758407ad2,afmv2_481758407ad2,6033,6033,train,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_481758407ad2.npy,data/plane_corrected_afm/6033/N6033_1um_016/N6033_1um_016_plane_corrected.npy,data/plane_corrected_afm/6033/N6033_1um_016/N6033_1um_016_plane_corrected.npy,physical_height,0,-2.783726027e-10,-4.255939628e-10,2.529371977,-0.479571517,2.529371977,-0.479571517,2.006795168,-0.4782440664,18.0674324,-0.5512033164,-5.385760784,0.6058794011,-3.950758934,0.5498805781,-0.1329191923,-1.175248035,4.482254028,-0.3338673614,6.47978735,-0.3340732984,11.86554813,-0.4869647265,0.2567718327,1.428037475,3.065508604,-0.4911692752,0.4728240669,-0.4695418902,0.3975987136,-0.5361343773,0.9946630001,-0.03480435129,0.1750190407,0.2302606965,13.11935806,-0.2885720883,8.099349022,-0.5624134315,5.035104275,-1.191194668,-3.860429287,-0.9574769009,10,-0.1271568893,0.25,0,53,-0.6843705944,309.1320801,0.4179465991,-8.785022736,0.7320904036,9.282408714,-0.3379741519,0.3767904639,-0.4161966752,1.242108583,-0.5416503266,1.828624964,-0.5287751095,0.00390625,-0.9731738153,3.31366086,-0.4068792891
afmv2_762c063b5e99,afmv2_762c063b5e99,6033,6033,train,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_762c063b5e99.npy,data/plane_corrected_afm/6033/N6033_1um_017/N6033_1um_017_plane_corrected.npy,data/plane_corrected_afm/6033/N6033_1um_017/N6033_1um_017_plane_corrected.npy,physical_height,0,-2.783726027e-10,-4.255939628e-10,2.529371977,-0.479571517,2.529371977,-0.479571517,2.006795168,-0.4782440664,18.0674324,-0.5512033164,-5.385760784,0.6058794011,-3.950758934,0.5498805781,-0.1329191923,-1.175248035,4.482254028,-0.3338673614,6.47978735,-0.3340732984,11.86554813,-0.4869647265,0.2567718327,1.428037475,3.065508604,-0.4911692752,0.4728240669,-0.4695418902,0.3975987136,-0.5361343773,0.9946630001,-0.03480435129,0.1750190407,0.2302606965,13.11935806,-0.2885720883,8.099349022,-0.5624134315,5.035104275,-1.191194668,-3.860429287,-0.9574769009,10,-0.1271568893,0.25,0,53,-0.6843705944,309.1320801,0.4179465991,-8.785022736,0.7320904036,9.282408714,-0.3379741519,0.3767904639,-0.4161966752,1.242108583,-0.5416503266,1.828624964,-0.5287751095,0.00390625,-0.9731738153,3.31366086,-0.4068792891
afmv2_afdd0d0c4561,afmv2_afdd0d0c4561,6033,6033,train,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_afdd0d0c4561.npy,data/plane_corrected_afm/6033/N6033_1um_018/N6033_1um_018_plane_corrected.npy,data/plane_corrected_afm/6033/N6033_1um_018/N6033_1um_018_plane_corrected.npy,physical_height,0,-2.13537299e-10,-3.607586591e-10,2.549088717,-0.4720752234,2.549088717,-0.4720752234,2.036069632,-0.4627617197,16.90186119,-0.6164764037,-5.902049065,0.5406063428,-4.069279671,0.5259888836,-0.09698341042,-1.052037407,4.428281784,-0.3455876734,5.97269249,-0.4120015631,11.87474155,-0.4863220694,0.07787297666,0.9645364155,2.893888712,-0.6134753945,0.4758792818,-0.4654639587,0.3963770866,-0.538871601,0.995149076,0.2227541497,0.1552295685,-0.06131573373,13.09933949,-0.3123510861,7.936114788,-0.7700575663,5.077964306,-1.141685971,-3.85914278,-0.9537153253,11,0.005298198457,0.25,0,57,-0.597300551,287.4385986,0.2887229131,-9.104137421,0.6981610157,7.797724247,-0.5076538192,0.3780956566,-0.4143563082,1.242696524,-0.5412683043,1.822669744,-0.5318360108,0.00390625,-0.9731738153,3.311712027,-0.4075213997
afmv2_6d44e9dcdae1,afmv2_6d44e9dcdae1,6041,6041,train,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_6d44e9dcdae1.npy,data/plane_corrected_afm/6041/N6041_1um_000/N6041_1um_000_plane_corrected.npy,data/plane_corrected_afm/6041/N6041_1um_000/N6041_1um_000_plane_corrected.npy,physical_height,0,1.994105853e-10,5.21892252e-11,3.19045496,-0.2282281343,3.19045496,-0.2282281343,2.552598953,-0.189585548,21.98829651,-0.3316312274,-7.499547005,0.3386386048,-5.390915871,0.2595702886,0.1046832204,-0.3605964298,5.326288223,-0.1505815942,6.922397614,-0.2660547628,14.42194462,-0.3082623043,-0.1271190196,0.4334318038,2.833564281,-0.6564660232,0.2945548594,-0.7074857466,0.2039189637,-0.9701005509,0.9988418818,2.17947228,0.101929456,-0.8466351389,13.48286057,0.1432132685,9.326621056,0.9987532028,6.57723856,0.5901633523,-3.443988085,0.2601418863,20,1.197393988,0.25,0,104,0.4257724592,630.1538696,2.330208535,-13.77069569,0.201996242,8.217600822,-0.4596675169,0.2434916347,-0.6041526488,0.7055501342,-0.8902861283,0.9102125764,-1.000826467,0.008734640665,-0.558062548,4.012521267,-0.176615495
afmv2_983cedb0c892,afmv2_983cedb0c892,6041,6041,train,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_983cedb0c892.npy,data/plane_corrected_afm/6041/N6041_1um_002/N6041_1um_002_plane_corrected.npy,data/plane_corrected_afm/6041/N6041_1um_002/N6041_1um_002_plane_corrected.npy,physical_height,3,1.363545943e-10,-1.08667658e-11,1.914262414,-0.7134358311,1.914262414,-0.7134358311,1.523608446,-0.7337863824,12.68920898,-0.8523889016,-4.878366947,0.6700279568,-3.345576286,0.6718747477,0.08379831165,-0.4322031288,2.96752739,-0.6627969658,4.00788784,-0.7139447081,8.886255264,-0.6952293106,-0.2852005064,0.02386553682,2.985693693,-0.5480499311,0.3913262486,-0.5783206605,0.2610576749,-0.8420733933,0.9949867129,0.1367223249,0.188130334,0.4234413968,12.39151096,-1.153143064,8.002449989,-0.6856750499,6.725241184,0.7611248982,-3.010810614,1.526695302,9,-0.259611977,0.25,0,84,-0.009577757919,195.0476227,-0.2616314623,-7.479329586,0.8709162596,5.209879398,-0.8034100305,0.340459913,-0.4674240123,0.8981480598,-0.7651431315,1.179150224,-0.8625962083,0.01953125,0.3701544283,2.375439167,-0.7160089588
afmv2_f110a882b072,afmv2_f110a882b072,6041,6041,train,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_f110a882b072.npy,data/plane_corrected_afm/6041/N6041_1um_003/N6041_1um_003_plane_corrected.npy,data/plane_corrected_afm/6041/N6041_1um_003/N6041_1um_003_plane_corrected.npy,physical_height,3,6.145611797e-12,-1.410757483e-10,2.019250393,-0.6735194598,2.019250393,-0.6735194598,1.607376456,-0.6894841069,13.12586021,-0.8279360208,-4.664451122,0.6970728087,-3.429481745,0.6549608841,0.04151047021,-0.5771926409,3.344522476,-0.5809308116,4.831331253,-0.5874012913,9.495781898,-0.6526209412,-0.02219772339,0.7052677062,2.920593977,-0.5944437001,0.4080506563,-0.5559978482,0.268714875,-0.8249163811,0.9973444939,1.386046844,0.09192435443,-0.9940494696,12.32037926,-1.237636639,7.884859085,-0.8352580199,6.953737259,1.02506645,-2.958999395,1.678184428,10,-0.1271568893,0.25,0,120,0.7740526328,136.5333405,-0.6101892182,-7.043191433,0.9172879913,6.082668781,-0.7036618245,0.3533034325,-0.4493142043,0.9246865511,-0.7478994031,1.243336201,-0.8296054974,0.01746928133,0.1928807802,2.540191174,-0.6617256973
afmv2_7d3bf3dba450,afmv2_7d3bf3dba450,6043,6043,train,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_7d3bf3dba450.npy,data/plane_corrected_afm/6043/N6043_1um_2/N6043_1um_2_plane_corrected.npy,data/plane_corrected_afm/6043/N6043_1um_2/N6043_1um_2_plane_corrected.npy,physical_height,1,4.512697327e-09,4.365475967e-09,13.36919498,3.641723165,13.36919498,3.641723165,9.374848366,3.418488383,93.32313538,3.663187045,-39.00151825,-3.644078188,-24.959589,-3.685129775,0.5868223906,1.292482107,24.77338409,4.072441485,34.38542557,3.954351084,73.38694763,3.813629158,-0.2178318948,0.1984078651,4.566637993,0.5786211087,3.012000799,2.91961046,1.744304657,2.481345899,0.9933542013,-0.728301513,0.1951357275,0.5266582794,14.47736454,1.3245318,9.638712883,1.395753488,6.499179363,0.4999952146,-3.913797617,-1.113518813,11,0.005298198457,0.25,0,34,-1.097953301,79.52941132,-0.9497501064,-50.32172394,-3.684236741,43.00141144,3.515658921,2.82775569,3.039749322,6.211567402,2.687319906,7.956483364,2.62085997,0.01923076995,0.3443212547,15.64772511,3.657005863
afmv2_e610a1897a3b,afmv2_e610a1897a3b,6043,6043,train,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_e610a1897a3b.npy,data/plane_corrected_afm/6043/N6043_1um_3/N6043_1um_3_plane_corrected.npy,data/plane_corrected_afm/6043/N6043_1um_3/N6043_1um_3_plane_corrected.npy,physical_height,4,3.150850247e-09,3.003628887e-09,7.371982574,1.361586341,7.371982574,1.361586341,5.645898819,1.446363819,57.83517838,1.675827974,-19.74563789,-1.209604565,-12.94456863,-1.263113152,0.6297468543,1.439654364,10.77891541,1.033480572,17.58709717,1.37285266,37.33273697,1.293294459,-0.2265484184,0.1758246132,3.87638998,0.08671102276,2.588283062,2.354055512,1.654824257,2.28085273,0.9907553792,-2.105347206,0.3284443021,2.490815682,14.18251801,0.9742992418,9.41973114,1.117195042,6.306560516,0.2774963496,-3.681309938,-0.4337557046,5,-0.789432328,0.25,0,48,-0.7932081487,56.33333206,-1.087924464,-29.64252472,-1.485552055,28.19265556,1.823215289,2.314204216,2.315623928,5.536737442,2.248840399,7.546396255,2.410080827,0.03466876224,1.671571883,8.666367531,1.356755529
afmv2_6e0ba5f31fa8,afmv2_6e0ba5f31fa8,6043,6043,train,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_6e0ba5f31fa8.npy,data/plane_corrected_afm/6043/N6043_1um_cs/N6043_1um_cs_plane_corrected.npy,data/plane_corrected_afm/6043/N6043_1um_cs/N6043_1um_cs_plane_corrected.npy,physical_height,4,-2.81646706e-10,-4.288680661e-10,5.958148003,0.8240472227,5.958148003,0.8240472227,4.760743141,0.978232718,41.43667221,0.757496159,-14.64535713,-0.564788605,-10.75748634,-0.822235858,0.5003018975,0.9958350414,8.724580765,0.5873726964,12.39077282,0.5743027801,27.036129,0.5735200454,-0.375131458,-0.2091325509,3.004047155,-0.5349702077,2.560856104,2.317447529,1.502893209,1.940430277,0.9939106107,-0.4334751886,0.2514288723,1.356076772,13.80622196,0.5273171173,9.32111454,0.9917485707,6.313216209,0.2851845077,-3.301445484,0.6769175274,4,-0.9218874158,0.25,0,63,-0.4666954859,42.92063522,-1.167821189,-24.89077759,-0.9803297039,16.54589462,0.4921455802,2.414673805,2.457289534,5.135371208,1.98804749,6.329869747,1.784802905,0.04807692394,2.824311871,7.147407055,0.8562813303
afmv2_714120e7bb41,afmv2_714120e7bb41,6047,6047,train,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_714120e7bb41.npy,data/plane_corrected_afm/6047/N6047_1um_006/N6047_1um_006_plane_corrected.npy,data/plane_corrected_afm/6047/N6047_1um_006/N6047_1um_006_plane_corrected.npy,physical_height,2,-5.334688247e-10,-6.806901848e-10,5.579325199,0.6800190031,5.579325199,0.6800190031,4.270275593,0.7188398013,36.74156952,0.4945659791,-16.65109634,-0.8183692832,-10.01222897,-0.6720050899,0.5408520699,1.134866723,8.447403908,0.5271825131,12.23766136,0.5507732369,28.88875771,0.7030262622,-0.5493190289,-0.6604273522,3.828799963,0.05279566347,1.045852661,0.2953049131,0.9653766751,0.7360503994,0.9957237244,0.527244828,0.02601230331,-1.965192125,14.59196186,1.46065588,9.695075035,1.467449663,7.342075825,1.473646075,-3.588089466,-0.1611914206,9,-0.259611977,0.25,0,59,-0.5537655293,277.6949158,0.2306817634,-20.83274078,-0.548865057,15.90882778,0.4193373224,0.7639484406,0.1297095032,3.035454273,0.623599263,4.1175704,0.6477114164,0.00390625,-0.9731738153,6.498321056,0.6424174408
afmv2_08db02d989d1,afmv2_08db02d989d1,6047,6047,train,reports/afm_prior_v2/20260703_052537/data_smoke/standardized_tensors/afmv2_08db02d989d1.npy,data/plane_corrected_afm/6047/N6047_1um_007/N6047_1um_007_plane_corrected.npy,data/plane_corrected_afm/6047/N6047_1um_007/N6047_1um_007_plane_corrected.npy,physical_height,2,-6.617117965e-10,-8.089331566e-10,6.166564465,0.9032870457,6.166564465,0.9032870457,4.68787241,0.9396936719,37.01516724,0.5098877095,-18.20227814,-1.014481385,-11.44533157,-0.9608933493,0.4544439614,0.8386049829,9.751447678,0.8103613988,12.2158165,0.5474162082,30.41809654,0.8099332128,-0.5646625161,-0.7001801082,3.690426588,-0.04581709239,1.08916831,0.3531202403,1.026045322,0.8719868644,0.9940807223,-0.3433376428,0.1388753802,-0.302276978,14.70436954,1.594179003,9.657542229,1.419705591,7.335577488,1.466139683,-3.679738522,-0.4291610929,10,-0.1271568893,0.25,0,77,-0.1619503339,212.7792206,-0.1560079163,-22.27082443,-0.7017671334,14.7443428,0.2862521933,0.7530277967,0.1143110165,3.223415375,0.7457294236,4.372927666,0.778961545,0.00390625,-0.9731738153,7.234746933,0.8850584817
