row_id,sample_id,group_id,split,network_input_path,descriptor_height_path,scan_size_um,height_shape,network_min,network_max,network_mean,network_std,physical_min,physical_max,physical_mean,physical_std,looks_per_image_normalized,network_ra,physical_ra,stored_ra,v3_table_ra,network_island_count,physical_island_count,stored_island_count,v3_table_island_count,network_rq,physical_rq,stored_rq,v3_table_rq,network_autocorrelation_length_px,physical_autocorrelation_length_px,stored_autocorrelation_length_px,v3_table_autocorrelation_length_px,network_psd_slope,physical_psd_slope,stored_psd_slope,v3_table_psd_slope,network_robust_range,physical_robust_range,stored_robust_range,v3_table_robust_range,network_height_std,physical_height_std,stored_height_std,scale_rq,scale_ra,scale_std,scale_range
afmv2_b6afd6753b6f,6029,6029,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_b6afd6753b6f.npy,data/plane_corrected_afm/6029/N6029_1um_008/N6029_1um_008_plane_corrected.npy,1,256x256,-1.0,1.0,-0.003623237833380699,0.4119250774383545,-15.265266418457031,8.101810455322266,-1.4901161193847656e-08,2.5610249042510986,True,0.3319361059515519,2.0408186443065204,2.040818691,2.040818691,53.0,62.0,62,62,0.4119250883498674,2.5610249168392385,2.561024904,2.561024904,5.0,10.0,10,10,-3.704724567141583,-3.9578695253415868,-3.95786953,-3.95786953,1.999953446984291,12.245657920837402,12.24565792,12.24565792,0.4119250883498674,2.5610249168392385,2.561024904,6.217210335739588,6.148227347718511,6.217210335739588,6.12297148181249
afmv2_15df1c3d90e5,6029,6029,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_15df1c3d90e5.npy,data/plane_corrected_afm/6029/N6029_500_nm_010/N6029_500_nm_010_plane_corrected.npy,1,256x256,-1.0,1.0,-0.09074461460113525,0.3963865637779236,-11.186748504638672,9.79659366607666,1.1175870895385742e-08,2.96561598777771,True,0.31483305355432184,2.336985371262636,2.33698535,2.33698535,42.0,56.0,56,56,0.39638655736853623,2.965615884091612,2.965615988,2.965615988,5.0,10.0,10,10,-3.6554701666741973,-3.791014803496325,-3.79101491,-3.79101491,1.9998901230096817,14.806006550788883,14.80600643,14.80600643,0.39638655736853623,2.965615884091612,2.965615988,7.48162577404047,7.422935250537182,7.48162577404047,7.403410007599305
afmv2_88163a0e3cbc,6033,6033,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_88163a0e3cbc.npy,data/plane_corrected_afm/6033/N6033_1um_015/N6033_1um_015_plane_corrected.npy,1,256x256,-1.0,1.0,-0.14144669473171234,0.4181503653526306,-10.435816764831543,14.454055786132812,5.960464477539063e-08,3.8342809677124023,True,0.33522932930546623,3.051912988715953,3.051913023,3.051913023,17.0,22.0,22,22,0.4181503488138333,3.8342809512949825,3.834280968,3.834280968,23.0,45.0,45,45,-3.826246939765491,-3.9051358786011243,-3.90513587,-3.90513587,1.999887501001358,18.19703238010407,18.19703293,18.19703293,0.4181503488138333,3.8342809512949825,3.834280968,9.169622749739858,9.103955775704225,9.169622749739858,9.09902800582167
afmv2_481758407ad2,6033,6033,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_481758407ad2.npy,data/plane_corrected_afm/6033/N6033_1um_016/N6033_1um_016_plane_corrected.npy,1,256x256,-1.0,1.0,-0.09990685433149338,0.42112553119659424,-8.785022735595703,9.282408714294434,2.9802322387695312e-08,2.529371976852417,True,0.3368128735520781,2.0067952783313916,2.006795168,2.006795168,41.0,53.0,53,53,0.4211255314180759,2.529371992101519,2.529371977,2.529371977,5.0,10.0,10,10,-3.831640839077856,-3.8604292935001627,-3.860429287,-3.860429287,1.9997802460193634,11.865547800064087,11.86554813,11.86554813,0.4211255314180759,2.529371992101519,2.529371977,6.006218581866184,5.9581905441066825,6.006218581866184,5.933425847006389
afmv2_762c063b5e99,6033,6033,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_762c063b5e99.npy,data/plane_corrected_afm/6033/N6033_1um_017/N6033_1um_017_plane_corrected.npy,1,256x256,-1.0,1.0,-0.09990685433149338,0.42112553119659424,-8.785022735595703,9.282408714294434,2.9802322387695312e-08,2.529371976852417,True,0.3368128735520781,2.0067952783313916,2.006795168,2.006795168,41.0,53.0,53,53,0.4211255314180759,2.529371992101519,2.529371977,2.529371977,5.0,10.0,10,10,-3.831640839077856,-3.8604292935001627,-3.860429287,-3.860429287,1.9997802460193634,11.865547800064087,11.86554813,11.86554813,0.4211255314180759,2.529371992101519,2.529371977,6.006218581866184,5.9581905441066825,6.006218581866184,5.933425847006389
afmv2_afdd0d0c4561,6033,6033,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_afdd0d0c4561.npy,data/plane_corrected_afm/6033/N6033_1um_018/N6033_1um_018_plane_corrected.npy,1,256x256,-1.0,1.0,-0.02090056613087654,0.4268344044685364,-9.104137420654297,7.79772424697876,-1.4901161193847656e-08,2.549088716506958,True,0.34366962629329484,2.036069658493891,2.036069632,2.036069632,52.0,57.0,57,57,0.4268343971915398,2.549088624609785,2.549088717,2.549088717,6.0,11.0,11,11,-3.791483552753393,-3.8591428743162135,-3.85914278,-3.85914278,1.9998686522245408,11.874741888046266,11.87474155,11.87474155,0.4268343971915398,2.549088624609785,2.549088717,5.97207872978872,5.924496966619524,5.97207872978872,5.937760899865836
afmv2_6d44e9dcdae1,6041,6041,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_6d44e9dcdae1.npy,data/plane_corrected_afm/6041/N6041_1um_000/N6041_1um_000_plane_corrected.npy,1,512x512,-1.0,1.0,0.041898466646671295,0.4368174076080322,-13.770695686340332,8.21760082244873,1.7325874068774283e-09,3.1904549598693848,True,0.35180774011747395,2.552598879522116,2.552598953,2.552598953,48.0,104.0,104,104,0.4368174162307282,3.1904549580197115,3.19045496,3.19045496,5.0,20.0,20,20,-3.445879903620469,-3.4439880552289375,-3.443988085,-3.443988085,1.9992939871549607,14.421944613456727,14.42194462,14.42194462,0.4368174162307282,3.1904549580197115,3.19045496,7.303863901650168,7.255664354257142,7.303863901650168,7.213518725167313
afmv2_983cedb0c892,6041,6041,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_983cedb0c892.npy,data/plane_corrected_afm/6041/N6041_1um_002/N6041_1um_002_plane_corrected.npy,1,256x256,-1.0,1.0,0.08806177973747253,0.4272952079772949,-7.479329586029053,5.209879398345947,4.6202330850064754e-10,1.9142624139785767,True,0.3427977311508551,1.5236084864522206,1.523608446,1.523608446,54.0,84.0,84,84,0.4272951905870409,1.9142624191331534,1.914262414,1.914262414,5.0,9.0,9,9,-3.3605862058133873,-3.0108107053831796,-3.010810614,-3.010810614,1.9999263858795167,8.886255002021791,8.886255264,8.886255264,0.4272951905870409,1.9142624191331534,1.914262414,4.479953112749146,4.444628269087714,4.479953112749146,4.443291045492078
afmv2_f110a882b072,6041,6041,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_f110a882b072.npy,data/plane_corrected_afm/6041/N6041_1um_003/N6041_1um_003_plane_corrected.npy,1,256x256,-1.0,1.0,-0.02071167714893818,0.4213263690471649,-7.043191432952881,6.082668781280518,-4.5929482439532876e-11,2.0192503929138184,True,0.33759031914365356,1.6073764737706622,1.607376456,1.607376456,61.0,120.0,120,120,0.42132637802484907,2.019250344040555,2.019250393,2.019250393,5.0,10.0,10,10,-3.418603504181676,-2.958999406196956,-2.958999395,-2.958999395,1.9994009947776794,9.49578218460083,9.495781898,9.495781898,0.42132637802484907,2.019250344040555,2.019250393,4.792603666323174,4.761322770889888,4.792603666323174,4.749313524102103
afmv2_7d3bf3dba450,6043,6043,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_7d3bf3dba450.npy,data/plane_corrected_afm/6043/N6043_1um_2/N6043_1um_2_plane_corrected.npy,1.016,104x104,-1.0,1.0,0.05503487586975098,0.3603764772415161,-50.32172393798828,43.00141143798828,4.673145426181691e-09,13.369195938110352,True,0.25396233706913907,9.374848682729038,9.374848366,9.374848366,32.0,34.0,34,34,0.36037647487074265,13.369195256613494,13.36919498,13.36919498,14.0,11.0,11,11,-4.39677589362488,-3.9137975191277263,-3.913797617,-3.913797617,1.9994422048330307,73.38694553375245,73.38694763,73.38694763,0.36037647487074265,13.369195256613494,13.36919498,37.097857903762076,36.91432671048706,37.097857903762076,36.703709342716834
afmv2_e610a1897a3b,6043,6043,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_e610a1897a3b.npy,data/plane_corrected_afm/6043/N6043_1um_3/N6043_1um_3_plane_corrected.npy,1.016,104x104,-1.0,1.0,0.048686765134334564,0.381837397813797,-29.64252471923828,28.192655563354492,-3.2182980724826393e-09,7.371982574462891,True,0.2966099413924357,5.645898855310409,5.645898819,5.645898819,48.0,48.0,48,48,0.38183740200248617,7.371982719810305,7.371982574,7.371982574,6.0,5.0,5,5,-4.398387906911397,-3.681310056476621,-3.681309938,-3.681309938,1.9995356571674348,37.33273525238039,37.33273697,37.33273697,0.38183740200248617,7.371982719810305,7.371982574,19.30660192309371,19.034759350295985,19.30660192309371,18.67070242961627
afmv2_6e0ba5f31fa8,6043,6043,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_6e0ba5f31fa8.npy,data/plane_corrected_afm/6043/N6043_1um_cs/N6043_1um_cs_plane_corrected.npy,1.016,104x104,-1.0,1.0,0.07303900271654129,0.4318070709705353,-24.890777587890625,16.545894622802734,6.172078403920978e-10,5.958148002624512,True,0.3484564855860293,4.760742933167609,4.760743141,4.760743141,60.0,63.0,63,63,0.4318070422984748,5.958147963894088,5.958148003,5.958148003,5.0,4.0,4,4,-3.982289250807441,-3.3014453736224016,-3.301445484,-3.301445484,1.999871818423271,27.036129331588754,27.036129,27.036129,0.4318070422984748,5.958147963894088,5.958148003,13.798172285888015,13.662374299508466,13.798172285888015,13.518931104746725
afmv2_714120e7bb41,6047,6047,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_714120e7bb41.npy,data/plane_corrected_afm/6047/N6047_1um_006/N6047_1um_006_plane_corrected.npy,1,256x256,-1.0,1.0,0.1462993025779724,0.38145846128463745,-20.832740783691406,15.908827781677246,3.725290298461914e-08,5.579325199127197,True,0.2949499849208288,4.270275633302885,4.270275593,4.270275593,41.0,59.0,59,59,0.3814584353296541,5.579325058330519,5.579325199,5.579325199,5.0,9.0,9,9,-3.567181585081688,-3.588089436707452,-3.588089466,-3.588089466,1.9998325872421265,28.88875756263733,28.88875771,28.88875771,0.3814584353296541,5.579325058330519,5.579325199,14.626298808961714,14.477965253834892,14.626298808961714,14.445587969179178
afmv2_08db02d989d1,6047,6047,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_08db02d989d1.npy,data/plane_corrected_afm/6047/N6047_1um_007/N6047_1um_007_plane_corrected.npy,1,256x256,-1.0,1.0,0.18798816204071045,0.4028385281562805,-22.270824432373047,14.744342803955078,-2.9802322387695312e-08,6.166564464569092,True,0.309008933803807,4.687872633743682,4.68787241,4.68787241,31.0,77.0,77,77,0.40283855054502665,6.166564520929467,6.166564465,6.166564465,5.0,10.0,10,10,-3.7402575894501204,-3.679738534053112,-3.679738522,-3.679738522,1.9991777777671815,30.418095636367795,30.41809654,30.41809654,0.40283855054502665,6.166564520929467,6.166564465,15.307781523357976,15.170670232855018,15.307781523357976,15.215302998386068
afmv2_d4290c8d7cff,6047,6047,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_d4290c8d7cff.npy,data/plane_corrected_afm/6047/N6047_1um_008/N6047_1um_008_plane_corrected.npy,1,256x256,-1.0,1.0,0.24297241866588593,0.38491544127464294,-22.170534133911133,18.475181579589844,1.3460521586239338e-10,4.69340705871582,True,0.2931872635360096,3.5281145878505114,3.528114557,3.528114557,74.0,121.0,121,121,0.3849154547331443,4.693406793620396,4.693406582,4.693406582,4.0,8.0,8,8,-3.241152042236675,-3.3898656107518734,-3.389865637,-3.389865637,1.999863309264183,24.070804405212414,24.0708046,24.0708046,0.3849154547331443,4.693406793620396,4.693406582,12.193344631678297,12.03365570966279,12.193344631678297,12.036224822819952
afmv2_c6c24034d65d,6047,6047,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_c6c24034d65d.npy,data/plane_corrected_afm/6047/N6047_1um_011/N6047_1um_011_plane_corrected.npy,1,256x256,-1.0,1.0,0.07258071005344391,0.3993456959724426,-9.871280670166016,6.214484214782715,1.8735590856522322e-10,1.8974816799163818,True,0.3155014585940343,1.4781865991303973,1.478186607,1.478186607,95.0,212.0,212,212,0.399345687432503,1.8974817372811834,1.89748168,1.89748168,4.0,7.0,7,7,-2.982886048992294,-2.927343602352547,-2.927343607,-2.927343607,1.9996488982439042,9.385859632492068,9.385859489,9.385859489,0.399345687432503,1.8974817372811834,1.89748168,4.751476720533995,4.685197354451621,4.751476720533995,4.693753808848518
afmv2_afb928f7556a,6047,6047,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_afb928f7556a.npy,data/plane_corrected_afm/6047/N6047_1um_012/N6047_1um_012_plane_corrected.npy,1,256x256,-1.0,1.0,0.07926575839519501,0.39745745062828064,-9.764400482177734,6.321817874908447,-2.7193891583010554e-10,1.8641512393951416,True,0.3130762644481932,1.4464270217488044,1.446426988,1.446426988,93.0,195.0,195,195,0.39745746602513554,1.8641512574126105,1.864151239,1.864151239,4.0,7.0,7,7,-2.909742599762684,-2.8831733343283346,-2.883173227,-2.883173227,1.9999835753440858,9.213367819786082,9.213367462,9.213367462,0.39745746602513554,1.8641512574126105,1.864151239,4.690190565686141,4.620046889527629,4.690190565686141,4.606721741802792
afmv2_63cdae8de7df,6047,6047,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_63cdae8de7df.npy,data/plane_corrected_afm/6047/N6047_1um_013/N6047_1um_013_plane_corrected.npy,1,256x256,-1.0,1.0,0.04330393299460411,0.41838324069976807,-9.005926132202148,5.834870338439941,-2.0190782379359007e-10,2.0036654472351074,True,0.33199296547444546,1.5730255102701551,1.573025465,1.573025465,73.0,96.0,96,96,0.4183832392058561,2.003665445840358,2.003665447,2.003665447,4.0,8.0,8,8,-3.223852904868194,-3.576914228000695,-3.57691431,-3.57691431,1.999879288673401,9.466977930068971,9.466978073,9.466978073,0.4183832392058561,2.003665445840358,2.003665447,4.789067195051998,4.738129038433605,4.789067195051998,4.733774675144915
afmv2_4736adbc1b93,6048,6048,test,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_4736adbc1b93.npy,data/plane_corrected_afm/6048/N6048_1um_026/N6048_1um_026_plane_corrected.npy,1,256x256,-1.0,1.0,-0.16486164927482605,0.43139585852622986,-10.056557655334473,10.46291446685791,5.960464477539063e-08,3.22733736038208,True,0.35152412970402114,2.615104760496961,2.615104675,2.615104675,25.0,36.0,36,36,0.43139585195379254,3.2273375179594868,3.227337599,3.227337599,25.0,49.0,49,49,-3.8148806818134333,-4.029712328094537,-4.0297122,-4.0297122,1.9999916392564772,14.868746328353883,14.86874676,14.86874676,0.43139585195379254,3.2273375179594868,3.227337599,7.48115102021234,7.439332152529176,7.48115102021234,7.4344042427505
afmv2_e66b501502c9,6048,6048,test,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_e66b501502c9.npy,data/plane_corrected_afm/6048/N6048_1um_027/N6048_1um_027_plane_corrected.npy,1,256x256,-1.0,1.0,0.09610728174448013,0.4088726043701172,-7.970978736877441,6.699054718017578,-3.728928277269006e-11,1.8681482076644897,True,0.32539791666401446,1.4678429607848418,1.467842937,1.467842937,67.0,76.0,76,76,0.408872617951472,1.8681482026670588,1.868148208,1.868148208,4.0,8.0,8,8,-3.367100861365513,-3.63875586768903,-3.638755798,-3.638755798,1.9998332303762436,8.940859889984132,8.940859795,8.940859795,0.408872617951472,1.8681482026670588,1.868148208,4.5690225284021935,4.510916897788392,4.5690225284021935,4.470802742037655
afmv2_498985317862,6056,6056,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_498985317862.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_004/GdSb_N6056_ctr_004_plane_corrected.npy,1,256x256,-1.0,1.0,-0.11909869313240051,0.37182557582855225,-16.64712142944336,13.177096366882324,0.0,3.627898693084717,True,0.29097637431621504,2.8115317736076895,2.811531782,2.811531782,43.0,64.0,64,64,0.3718255579661023,3.6278989221758815,3.627898932,3.627898932,6.0,11.0,11,11,-3.452029150150774,-3.4188051782058766,-3.418805122,-3.418805122,1.999862666130066,19.245573663711546,19.24557304,19.24557304,0.3718255579661023,3.6278989221758815,3.627898932,9.756991805567656,9.662405685735473,9.756991805567656,9.623447644509337
afmv2_bafdac06938e,6056,6056,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_bafdac06938e.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_005/GdSb_N6056_ctr_005_plane_corrected.npy,1,256x256,-1.0,1.0,-0.06655629724264145,0.40400180220603943,-13.851542472839355,13.092044830322266,0.0,3.18575382232666,True,0.32197576572613545,2.5101304188718165,2.510130405,2.510130405,43.0,110.0,110,110,0.4040018142391368,3.1857538025093124,3.185753822,3.185753822,6.0,11.0,11,11,-3.297565797485306,-3.1864773126800006,-3.186477423,-3.186477423,1.999908130764961,15.510134816169742,15.5101347,15.5101347,0.4040018142391368,3.1857538025093124,3.185753822,7.885493802816442,7.79602282554045,7.885493802816442,7.755423650503959
afmv2_6c493c6f0f3c,6056,6056,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_6c493c6f0f3c.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_006/GdSb_N6056_ctr_006_plane_corrected.npy,1,256x256,-1.0,1.0,-0.10208430886268616,0.38758793473243713,-16.22394371032715,14.590998649597168,0.0,3.2253758907318115,True,0.3074483307797551,2.5149483903807623,2.514948368,2.514948368,53.0,85.0,85,85,0.38758795663715745,3.2253759378676077,3.225375891,3.225375891,5.0,10.0,10,10,-3.398340478541385,-3.354628421911418,-3.354628325,-3.354628325,1.999456551671028,16.25484790802002,16.25484848,16.25484848,0.38758795663715745,3.2253759378676077,3.225375891,8.321661916051383,8.180068449232794,8.321661916051383,8.129632971736834
afmv2_0a08d266b564,6056,6056,train,reports/afm_prior_v2/20260703_052537/data/standardized_tensors/afmv2_0a08d266b564.npy,data/plane_corrected_afm/6056/GdSb_N6056_ctr_009/GdSb_N6056_ctr_009_plane_corrected.npy,1,256x256,-1.0,1.0,-0.021747291088104248,0.42775970697402954,-16.21175193786621,11.654898643493652,1.4901161193847656e-08,3.240994453430176,True,0.3442824894253803,2.5840041654786194,2.584004164,2.584004164,39.0,69.0,69,69,0.427759713061664,3.2409944014962777,3.240994453,3.240994453,6.0,11.0,11,11,-3.3743283699692515,-3.326760414570602,-3.32676053,-3.32676053,1.9996749204397202,14.959608650207525,14.95960903,14.95960903,0.427759713061664,3.2409944014962777,3.240994453,7.576670505735705,7.505476592177006,7.576670505735705,7.481020288496676
